hotel_name;external_city;external_country;external_lat;external_lon;geocoded_lat;geocoded_lon;geocoder;matched_name;matched_type;distance_km;status
Hotel Palace;Senigallia;Italy;43.7153404;13.2236909;43.7153307;13.2236656;photon;Hotel Palace, Senigallia, Italia;hotel/R/4163743;0.0;OK
Hotel Continental;Senigallia;Italy;43.7072965;13.2360952;43.7072958;13.2360952;photon;Hotel Continental, Senigallia, Italia;hotel/W/310934641;0.0;OK
Hotel Marina;Balatonfured;Hungary;46.9477025;17.881157;46.9476988;17.881036;photon;Hotel Marina, Balatonfüred, Magyarország;hotel/W/183787492;0.01;OK
Hotel Lido;Balatonfured;Hungary;46.9575337;17.9105224;46.9575337;17.9105224;photon;Hotel Lidó, Balatonfüred, Magyarország;hotel/N/1812305964;0.0;OK
Hotel Costa Azzurra;Giardini Naxos;Italy;37.8312715;15.269238;37.8312621;15.2692357;photon;Hotel Costa Azzurra, Giardini-Naxos, Italia;hotel/W/408909992;0.0;OK
Park Hotel;Szczecin;Poland;53.4319172;14.5597697;53.4319115;14.5599809;photon;Park Hotel, Szczecin, Polska;hotel/W/53425009;0.01;OK
Grand Park Hotel;Szczecin;Poland;53.4443945;14.5408578;53.4444079;14.5407117;photon;Grand Park Hotel, Szczecin, Polska;hotel/W/469562705;0.01;OK
Alexander House;Barnaul;Russia;53.3518526;83.7622585;53.3507992;83.7599365;photon;Александр Хаус - Спорт, Барнаул, Россия;hotel/N/8582210821;0.19;OK
Hotel Windsor;Merano;Italy;46.6692844;11.1531362;46.6692844;11.1531362;photon;Hotel Windsor, Meran - Merano, Italia;hotel/N/2755800691;0.0;OK
Imperial Hotel;Great Yarmouth;United Kingdom (UK);52.6130041;1.7373772;52.6130114;1.7373773;photon;Imperial Hotel, Great Yarmouth, United Kingdom;hotel/W/179583893;0.0;OK
The Imperial Hotel;Cork;Ireland;51.8974046;-8.4703821;51.8971692;-8.4702285;photon;Fitzgerald’s Bar, Cork, Éire / Ireland;bar/N/4710373867;0.03;OK
Pension Regina;Predeal;Romania;45.5010226;25.5739001;45.5010226;25.5739001;photon;Pensiunea Regina, Predeal, România;guest_house/N/8063882038;0.0;OK
Edelweiss Hotel;Predeal;Romania;45.5886421;25.5509251;45.5087083;25.5887202;photon;Edelweiss, Predeal, România;restaurant/W/190883220;9.36;OK
Victoria Hotel;Pescara;Italy;42.4722694;14.2083071;42.4722694;14.2083071;photon;Victoria Hotel, Pescara, Italia;hotel/N/7958787308;0.0;OK
Hotel Am Markt;Cochem;Germany;50.1455297;7.1656208;50.1455297;7.1656208;photon;Hotel am Markt, Cochem, Deutschland;hotel/N/4082559726;0.0;OK
Hotel Eden;Antibes;France;43.5696312;7.1098905;43.5484489;7.1215745;photon;Hôtel du Cap-Eden-Roc, Antibes, France;hotel/W/68057178;2.54;OK
Hotel Belles Rives;Antibes;France;43.5647733;7.1154113;43.5647458;7.1154847;photon;Hôtel Belles Rives, Antibes, France;hotel/W/68078538;0.01;OK
Hotel Juana;Antibes;France;43.5675661;7.1160503;43.5675661;7.1160503;photon;Hôtel Juana, Antibes, France;hotel/N/3117295672;0.0;OK
The Stump;Cheltenham;United Kingdom (UK);51.7834963;-1.9029787;51.8978737;-2.0709339;photon;UK Top Nails, Cheltenham, United Kingdom;beauty/W/166106648;17.17;OK
Hotel Monet;Honfleur;France;49.4189941;0.2264446;49.4182957;0.2288608;photon;Hôtel des ventes de Honfleur, Honfleur, France;attraction/N/5508117230;0.19;OK
Hotel Royal;Geneva;Switzerland;46.2133299;6.1452435;46.213331;6.1452442;photon;Hôtel Royal, Genève, Schweiz/Suisse/Svizzera/Svizra;hotel/W/179543536;0.0;OK
Hotel Mediterraneo;Ios;Greece;36.7217946;25.2803578;36.7217946;25.2803578;photon;Hotel Mediterraneo, Χώρα, Ελλάς;hotel/N/5001870488;0.0;OK
Hotel Luna;Massa;Italy;44.0151133;10.0963067;44.0151133;10.0963067;photon;Hotel Luna, Massa, Italia;hotel/N/4515886944;0.0;OK
Hotel Italia;Massa;Italy;44.0745544;9.9180282;44.0206775;10.0894243;photon;Hotel Peselli, Massa, Italia;hotel/W/464285869;14.95;OK
Hotel Excelsior;Massa;Italy;44.0076274;10.10053;44.0076119;10.1005291;photon;Hotel Excelsior, Massa, Italia;hotel/W/127647874;0.0;OK
The Queens Hotel;St Ives;United Kingdom (UK);50.1139828;-5.5379473;50.2122596;-5.4811124;photon;The Queens, St Ives, United Kingdom;pub/W/648698912;11.65;OK
Eurostars Rey Fernando;Zaragoza;Spain;41.6517534;-0.9822799;41.6517554;-0.9825411;photon;Eurostar Rey Fernando II, Zaragoza, España;hotel/W/289884445;0.02;OK
Hotel Italia;Foligno;Italy;42.9551986;12.7034688;42.9551986;12.7034688;photon;Hotel Italia, Foligno, Italia;hotel/N/926478302;0.0;OK
Hotel Panorama;Scena;Italy;46.7073734;11.2017562;46.7073734;11.2017562;photon;Hotel Panorama, Schenna - Scena, Italia;hotel/N/2675565721;0.0;OK
Astor Hotel;Scena;Italy;46.6816089;11.1892669;46.6816089;11.1892669;photon;Hotel Astor, Schenna - Scena, Italia;hotel/N/3502798379;0.0;OK
Hotel Splendid;Pinzolo;Italy;46.2267134;10.8260266;46.2267548;10.8260376;photon;Hotel Splendid, Pinzolo, Italia;hotel/W/87959589;0.0;OK
Palace Hotel;Zandvoort;The Netherlands;52.3763671;4.5277344;52.3763671;4.5277344;photon;Palace Hotel, Zandvoort, Nederland;hotel/N/12091629909;0.0;OK
Hotel al Sole;Bardolino;Italy;45.5530311;10.7218734;45.5530311;10.7218734;photon;Hotel Al Sole, Bardolino, Italia;hotel/N/5069145421;0.0;OK
Hotel Deutsches Haus;Bonn;Germany;50.7393688;7.0992605;50.7393688;7.0992605;photon;Hotel Deutsches Haus, Bonn, Deutschland;hotel/N/2967563115;0.0;OK
Hotel Nazionale;Desenzano Del Garda;Italy;45.4663286;10.5408246;45.4662341;10.5405825;photon;Hotel Nazionale, Desenzano del Garda, Italia;hotel/W/228970160;0.02;OK
Palace Hotel;Desenzano Del Garda;Italy;45.4604658;10.5857946;45.4604658;10.5857946;photon;Palace Hotel, Desenzano del Garda, Italia;hotel/N/600131692;0.0;OK
Hotel Europa;Desenzano Del Garda;Italy;45.467854;10.611259;45.4755657;10.5380341;photon;Hotel europa, Desenzano del Garda, Italia;hotel/N/5148503087;5.77;OK
Apollo Hotel;Aegina;Greece;37.7469668;23.5433448;37.7469668;23.5433448;photon;Hotel Apollo, Αγία Μαρίνα, Ελλάς;hotel/N/5953174963;0.0;OK
Safir Konak;Safranbolu;Turkey;41.2631847;32.6685405;41.2631847;32.6685405;photon;Safir Konağı, Safranbolu, Türkiye;hotel/N/9663302798;0.0;OK
Hotel Excelsior;Vasto;Italy;42.0776192;14.7490413;42.0776172;14.7490434;photon;Hotel Excelsior, Vasto, Italia;hotel/W/175413415;0.0;OK
Hotel Holiday;Vasto;Italy;42.084071;14.7406818;42.084071;14.7406818;photon;Hotel Holiday, Vasto, Italia;hotel/N/8068207115;0.0;OK
Hotel President;Vasto;Italy;42.0954143;14.7237169;42.0954049;14.7237169;photon;Hotel President, Vasto, Italia;hotel/W/360931646;0.0;OK
Hotel Lido;Vasto;Italy;42.0863396;14.7364752;42.0864198;14.736462;photon;Hotel Lido, Vasto, Italia;hotel/W/425545827;0.01;OK
Atlantic Hotel;Ile d'Oleron;France;45.9370178;-1.3593382;45.9370178;-1.3593382;photon;Atlantic Hôtel, Saint-Pierre-d'Oléron, France;hotel/N/5079397768;0.0;OK
Hotel Talisman;Ponta Delgada;Portugal;37.7391174;-25.6723081;37.7391291;-25.6722982;photon;Hotel Talisman, Ponta Delgada, Portugal;hotel/W/126832879;0.0;OK
Marine Hotel;Paignton;United Kingdom (UK);50.4342106;-3.5606616;50.4342106;-3.5606616;photon;Marine Hotel, Paignton, United Kingdom;hotel/N/308996642;0.0;OK
Albergo Bianchi Stazione;Mantua;Italy;45.1582801;10.7834704;45.1582962;10.783489;photon;Albergo Bianchi Stazione, Mantova, Italia;hotel/W/243573895;0.0;OK
Hotel Casa Poli;Mantua;Italy;45.1517362;10.7962551;45.1517362;10.7962551;photon;Hotel Casa Poli, Mantova, Italia;hotel/N/2884142085;0.0;OK
Pension Sandbogaard;Bornholm;Denmark;55.2876522;14.7795378;55.2876522;14.7795378;photon;Pension Sandbogaard, Allinge-Sandvig, Danmark;guest_house/N/5933676128;0.0;OK
Hotel Vital;Zalakaros;Hungary;46.543858;17.1290346;46.5439142;17.1290945;photon;Hotel Vital, Zalakaros, Magyarország;hotel/W/760161211;0.01;OK
Hotel Alexander;Sanremo;Italy;43.8201429;7.7804619;43.8201429;7.7804619;photon;Hotel Alexander & Spa, Sanremo, Italia;hotel/N/9867432776;0.0;OK
Hotel Principe;Sanremo;Italy;43.8159042;7.7693003;43.8159212;7.7693016;photon;Hotel Principe, Sanremo, Italia;hotel/W/201191911;0.0;OK
Hotel Paradiso;Sanremo;Italy;43.8136356;7.7662245;43.813658;7.7662505;photon;Hotel Paradiso, Sanremo, Italia;hotel/W/201488972;0.0;OK
Parus;Jurmala;Latvia;56.9751201;23.800761;56.9751233;23.8007688;photon;Parus, Jūrmala, Latvija;hotel/W/105125254;0.0;OK
The Townhouse;Stratford-upon-Avon;United Kingdom (UK);52.1904822;-1.7083872;52.1904968;-1.7083857;photon;The Townhouse, Stratford-upon-Avon, United Kingdom;restaurant/W/158005185;0.0;OK
Hotel Post;Bad Gastein;Austria;47.1137327;13.1331876;47.1137316;13.1331758;photon;Hotel Post, Bad Gastein, Österreich;hotel/W/197533396;0.0;OK
Villa Anna;Bad Gastein;Austria;47.0886687;13.118573;47.1162491;13.1378832;photon;Villa Anna, Bad Gastein, Österreich;guest_house/W/114978546;3.4;OK
Hotel President;Viareggio;Italy;43.8717997;10.2411941;43.8718311;10.2411557;photon;Hotel President, Viareggio, Italia;hotel/W/546938004;0.0;OK
Palace Hotel;Viareggio;Italy;43.8739966;10.2400078;43.8739973;10.2400676;photon;Palace Hotel, Viareggio, Italia;hotel/W/702848530;0.0;OK
Hotel Eden;Viareggio;Italy;43.8694199;10.2425944;43.8694203;10.2425944;photon;Hotel Eden, Viareggio, Italia;hotel/W/546938000;0.0;OK
Hotel Villa Waldfrieden;Sellin;Germany;54.3780329;13.6952184;54.3780329;13.6952184;photon;Hotel Waldfrieden, Sellin, Deutschland;hotel/N/7175178521;0.0;OK
Continental Hotel;Iasi;Romania;47.165057;27.5817725;47.165057;27.5817725;photon;Hotel Continental, Iași, România;hotel/N/263886116;0.0;OK
Panorama Resort;Pylos-Nestor;Greece;36.8117559;21.8053563;36.8117559;21.8053563;photon;Panorama Resort, Finikounta Messinias, Ελλάς;hotel/N/2639133990;0.0;OK
Rose Villa;Oban;United Kingdom (UK);56.4187503;-5.472411;56.4187503;-5.472411;photon;Rose Villa, Oban, United Kingdom;guest_house/N/2860431531;0.0;OK
Hotel Santa Isabel;Toledo;Spain;39.8555016;-4.0250186;39.8555016;-4.0250186;photon;Hotel Santa Isabel, Toledo, España;hotel/N/1630607772;0.0;OK
Hotel Albatros;Misano Adriatico;Italy;44.1014215;12.5189128;43.9783913;12.7020478;photon;Albatros, Misano Adriatico, Italia;hotel/W/1194852865;20.04;OK
Hotel Alexandra;Misano Adriatico;Italy;43.9688792;12.7242904;43.9793332;12.7007842;photon;Alexandra, Misano Adriatico, Italia;hotel/W/223754134;2.21;OK
Hotel Aurora;Misano Adriatico;Italy;44.0906206;12.5343185;43.9789339;12.6984242;photon;Hotel Vanni, Misano Adriatico, Italia;hotel/W/223754070;18.06;OK
Hotel Royal;Misano Adriatico;Italy;43.9673324;12.7358824;43.9782788;12.6998204;photon;Mon hotel, Misano Adriatico, Italia;hotel/W/1193646580;3.13;OK
White Rose;Windermere;United Kingdom (UK);54.3759524;-2.9035787;54.375973;-2.9035416;photon;White Rose, Windermere, United Kingdom;guest_house/W/500226482;0.0;OK
Hotel Michelangelo;Chianciano Terme;Italy;43.0409938;11.8103649;43.0409749;11.8103649;photon;Hotel Michelangelo, Chianciano Terme, Italia;hotel/W/1118845555;0.0;OK
Hotel M;Podgorica Municipality;Montenegro;42.4205399;19.2524092;42.4210291;19.2525951;photon;Hotel M Podgorica, Podgorica, Crna Gora / Црна Гора;hotel/N/2104661568;0.06;OK
Rainbow Lodge;Plymouth;United Kingdom (UK);50.367113;-4.1455993;50.367113;-4.1455993;photon;Rainbow Lodge, Plymouth, United Kingdom;guest_house/N/4305986127;0.0;OK
Hotel Austria;Wildschonau;Austria;47.4488474;12.0921979;47.4488474;12.0921979;photon;Hotel Austria, Wildschönau, Österreich;restaurant/N/497214138;0.0;OK
Hotel Sonne;Wildschonau;Austria;47.4542613;12.0966185;47.4488474;12.0921979;photon;Hotel Austria, Wildschönau, Österreich;restaurant/N/497214138;0.69;OK
Hotel Royal;Pristina;Kosovo;42.658263;21.1565301;42.658263;21.1565301;photon;Hotel Royal, Prishtina, Kosova / Kosovo;hotel/N/612468794;0.0;OK
Hotel Real;Pristina;Kosovo;42.6583023;21.1555644;42.6583023;21.1555644;photon;Hotel Real, Prishtinë, Kosova / Kosovo;hotel/N/4471413089;0.0;OK
Hotel Comercio;Denia;Spain;38.8394775;0.108513;38.8454374;0.1138954;photon;Comercio Justo, Dénia, España;second_hand/N/5040822823;0.81;OK
easyHotel Rotterdam City Centre;Rotterdam;The Netherlands;51.9173227;4.4768778;51.9173227;4.4768778;photon;easyHotel Rotterdam City Centre, Rotterdam, Nederland;hotel/N/2610270002;0.0;OK
Grand Hotel Central;Rotterdam;The Netherlands;51.9228675;4.4767887;51.9228675;4.4767887;photon;Grand Hotel Central, Rotterdam, Nederland;hotel/N/1342873181;0.0;OK
nhow Rotterdam;Rotterdam;The Netherlands;52.0788826;4.3368392;51.9563359;4.4397319;photon;Rotterdam The Hague Airport, Rotterdam, Nederland;aerodrome/W/138996678;15.34;OK
Aqua Hotel;Gyula;Hungary;46.6425802;21.2859258;46.6425802;21.2859258;photon;Aqua Hotel, Gyula, Magyarország;hotel/N/3290196361;0.0;OK
Hotel La Torre;Centola;Italy;40.0290388;15.2786749;40.0290388;15.2786749;photon;Hotel La Torre, Centola, Italia;hotel/N/9195132571;0.0;OK
Hotel Casa Rustica;Rust;Germany;48.267796;7.7260055;48.2678063;7.7260046;photon;Hotel Casa Rustica, Rust, Deutschland;hotel/W/299695411;0.0;OK
Hostel Mostel;Veliko Tarnovo;Bulgaria;43.0798123;25.6450123;43.0798123;25.6450123;photon;Hostel Mostel, Велико Търново, Бългaрия;hostel/W/222128890;0.0;OK
Hotel Central;Veliko Tarnovo;Bulgaria;43.0825628;25.6338929;43.0825628;25.6338929;photon;Хотел Централ, Велико Търново, Бългaрия;hotel/W/222208123;0.0;OK
Hotel De la Paix;Lucerne;Switzerland;47.0558753;8.310295;47.0558753;8.310295;photon;Hotel de la Paix, Luzern, Schweiz/Suisse/Svizzera/Svizra;hotel/N/1553431812;0.0;OK
Hotel Magic;Lucerne;Switzerland;47.0519738;8.3057335;47.0519738;8.3057335;photon;Magic Hotel, Luzern, Schweiz/Suisse/Svizzera/Svizra;hotel/N/4119812455;0.0;OK
Hotel Il Castello;Pula;Italy;38.9325375;8.9316126;38.9325272;8.9317517;photon;Hotel Il Castello, Pula, Italia;hotel/W/296382342;0.01;OK
Hotel Colon;Ronda;Spain;36.7445093;-5.1671588;36.7445093;-5.1671588;photon;Hotel Colón, Ronda, España;hotel/N/6176053470;0.0;OK
Hotel Atlas;Pec pod Snezkou;Czech Republic;50.6902459;15.7700067;50.6902459;15.7700067;photon;Hotel Atlas, Pec pod Sněžkou, Česko;hotel/N/5072463758;0.0;OK
Hotel Classic;Freiburg im Breisgau;Germany;48.0302889;7.8635353;48.0302889;7.8635353;photon;Hotel Classic, Freiburg im Breisgau, Deutschland;hotel/N/288434369;0.0;OK
Hotel Krone;Berchtesgaden;Germany;47.6395867;13.0098615;47.6395867;13.0098615;photon;Hotel Krone, Berchtesgaden, Deutschland;hotel/N/1259106845;0.0;OK
Hotel Marina;Roses;Spain;42.2641849;3.1593013;42.2625801;3.1544857;photon;Hotel Monterey Roses, Roses, España;hotel/W/311800400;0.43;OK
Hotel Carmen;Roses;Spain;42.2644221;3.1749756;42.264411;3.1749664;photon;Hotel Carmen, Roses, España;hotel/W/164987953;0.0;OK
Hotel Quellenhof;Baden-Baden;Germany;48.7622842;8.2430744;48.7622842;8.2430744;photon;Hotel Quellenhof, Baden-Baden, Deutschland;hotel/N/251510368;0.0;OK
Hotel Internazionale;Ancona;Italy;43.5600827;13.5935392;43.5600827;13.5935392;photon;Hotel Internazionale, Ancona, Italia;hotel/N/718310396;0.0;OK
Art Hotel;Essentuki;Russia;44.0531908;42.8583641;44.0531908;42.8583641;photon;Ессентуки, Россия;hotel/N/5484982521;0.0;OK
Hotel Europa;Modena;Italy;44.6940332;10.6415305;44.6940332;10.6415305;photon;Hotel Europa, Reggio Emilia, Italia;hotel/N/1227916855;0.0;OK
Hotel Principe;Modena;Italy;44.6518231;10.932464;44.6518231;10.932464;photon;Hotel Principe, Modena, Italia;hotel/N/4501293249;0.0;OK
Hotel Angela;Fano;Italy;43.8460841;13.0255815;43.8460841;13.0255815;photon;Hotel Angela, Fano, Italia;hotel/N/10971542731;0.0;OK
Hotel Paradise;Fano;Italy;43.8460781;13.0249268;43.8460781;13.0249268;photon;Hotel Paradise, Fano, Italia;hotel/N/3544961800;0.0;OK
Hotel Marina;Fano;Italy;43.8458773;13.0257716;43.8458773;13.0257716;photon;Hotel Marina, Fano, Italia;hotel/N/6565987121;0.0;OK
Hotel Plaza;Comacchio;Italy;44.6665807;12.2462271;44.6666095;12.246207;photon;Hotel Plaza, Comacchio, Italia;hotel/W/618088467;0.0;OK
Hotel Post;Velden am Woerthersee;Austria;46.6161182;14.0439438;46.6161182;14.0439438;photon;Hotel Post, Velden am Wörther See, Österreich;hotel/N/2368114578;0.0;OK
Alfa Hotel;Serfaus;Austria;47.0391405;10.601943;47.0391541;10.6019198;photon;Alfa Hotel, Serfaus, Österreich;hotel/W/98591089;0.0;OK
Victoria Hotel;North York Moors National Park;United Kingdom (UK);54.4339537;-0.5342986;54.4655122;-0.8947687;photon;Danby Moors National Park Centre, Danby, United Kingdom;bus_stop;23.57;OK
Hotel Nazionale;Levanto;Italy;44.1695155;9.6118619;44.1695155;9.6118619;photon;Hotel Nazionale, Levanto, Italia;hotel/N/4621414385;0.0;OK
Hotel Primavera;Levanto;Italy;44.1694534;9.611471;44.1694534;9.611471;photon;Hotel Primavera, Levanto, Italia;hotel/N/4621414387;0.0;OK
Hotel Europa;Levanto;Italy;44.1694202;9.6130301;44.1694202;9.6130301;photon;Hotel Europa, Levanto, Italia;hotel/N/2331723988;0.0;OK
City Hotel;Kassel;Germany;51.3121596;9.4787022;51.3110235;9.5105008;photon;B&B Hotel Kassel-City, Kassel, Deutschland;hotel/W/193984471;2.21;OK
Grand Hotel Vanvitelli;Caserta;Italy;41.0369403;14.3254401;41.0369403;14.32544;photon;Grand Hotel Vanvitelli, Caserta, Italia;hotel/W/306150815;0.0;OK
The White Hart;St Austell;United Kingdom (UK);50.4724567;-4.7191213;50.3380828;-4.791607;photon;White Hart, St Austell, United Kingdom;hotel/W/177671707;15.8;OK
Plaza Hotel;Kalymnos;Greece;36.9954782;26.9344746;36.9954782;26.9344746;photon;Plaza Hotel, Μασούρι, Ελλάς;hotel/N/2419018686;0.0;OK
Hotel Miramar;Royan;France;45.6260134;-1.0500547;45.6260134;-1.0500547;photon;Hôtel Miramar, Royan, France;hotel/N/741696258;0.0;OK
Hotel Post;Kappl;Austria;47.0626688;10.373938;47.0626604;10.3739124;photon;Hotel Post, Kappl, Österreich;restaurant/W/139072688;0.0;OK
The Red House;Falmouth;United Kingdom (UK);50.1478022;-5.0628689;50.1478022;-5.0628689;photon;The Red House, Falmouth, United Kingdom;guest_house/N/272815810;0.0;OK
Hotel Playa Victoria;Cadiz;Spain;36.5052188;-6.2777448;36.5052188;-6.2777448;photon;Hotel Playa Victoria, Cádiz, España;hotel/N/1742128263;0.0;OK
Family Hotel;Kaunas;Lithuania;54.8996032;23.8957706;54.899604;23.8957245;photon;Family hotel, Kaunas, Lietuva;hotel/W/317841676;0.0;OK
Art Hotel;Druskininkai;Lithuania;54.0180649;23.9724396;54.0180769;23.9724396;photon;Art Hotel, Druskininkai, Lietuva;hotel/W/246679676;0.0;OK
Metropolis;Surgut;Russia;61.2502535;73.3642416;61.2502686;73.3642674;photon;Metropolis, Сургут, Россия;hotel/W/199681830;0.0;OK
Carlton Hotel;Sliema;Malta;35.9144665;14.4967394;35.9144665;14.4967394;photon;Carlton Hotel, Tas-Sliema, Malta;hotel/N/2563788299;0.0;OK
Hotel Skansen;Oland;Sweden;56.6488992;16.4672577;56.6488992;16.4672577;photon;Hotell Skansen, Färjestaden, Sverige;hotel/N/4389197835;0.0;OK
Lauriston Hotel;Weston super Mare;United Kingdom (UK);51.351083;-2.982545;51.3510824;-2.9825408;photon;Lauriston Hotel, Weston-super-Mare, United Kingdom;hotel/W/751734188;0.0;OK
Hotel Europa;Valtournenche;Italy;45.9378418;7.6294536;45.9378415;7.6294534;photon;Hotel Europa, Valtournenche, Italia;hotel/W/166438450;0.0;OK
Hilton Malta;Saint Julian's;Malta;35.9221359;14.4936246;35.9222764;14.4936112;photon;Hilton Malta, San Ġiljan, Malta;hotel/W/33569420;0.02;OK
Hotel Valentina;Saint Julian's;Malta;35.9226486;14.4913281;35.9226486;14.4913281;photon;Valentina Hotel, San Ġiljan, Malta;hotel/N/1332708982;0.0;OK
Hotel Luna Convento;Amalfi;Italy;40.632912;14.606943;40.6331495;14.6067649;photon;Hotel Luna Convento, Amalfi, Italia;hotel/N/3436993871;0.03;OK
Hotel Krone;Bressanone;Italy;46.7175483;11.6550244;46.7175483;11.6550244;photon;Hotel Krone, Brixen - Bressanone, Italia;hotel/N/2749636198;0.0;OK
Hotel Majestic;Bressanone;Italy;46.7207631;11.6743823;46.7207631;11.6743823;photon;Hotel Majestic, Brixen - Bressanone, Italia;hotel/N/2121314209;0.0;OK
Hotel Plaza;Cuenca;Spain;40.0636094;-2.1318246;40.0636094;-2.1318246;photon;Hotel Plaza, Cuenca, España;hotel/N/7203458711;0.0;OK
Hotel Carmen;Shkoder;Albania;42.0687946;19.5161134;42.0687942;19.5161132;photon;Hotel Carmen, Shkodër, Shqipëria;hotel/W/374120876;0.0;OK
Hotel Post;Nauders;Austria;46.8916333;10.5010067;46.8916284;10.5010134;photon;Hotel Post, Nauders, Österreich;hotel/W/491516486;0.0;OK
Hotel Regina;Nauders;Austria;46.8914261;10.4995563;46.8914316;10.499557;photon;Hotel Regina, Nauders, Österreich;hotel/W/230559278;0.0;OK
City Hotel;Luxembourg City;Luxembourg;49.6014239;6.1325405;49.6014239;6.1325405;photon;City Hotel, Luxembourg, Lëtzebuerg;hotel/N/1783876399;0.0;OK
Hotel Lido;Alassio;Italy;44.1476891;8.2817874;44.0113983;8.1781101;photon;Hotel Lido, Alassio, Italia;hotel/N/7690945227;17.27;OK
Hotel Beau Rivage;Alassio;Italy;43.9978527;8.1656247;43.9978542;8.1656662;photon;Hotel Beau Rivage, Alassio, Italia;hotel/W/225627359;0.0;OK
The Belmont Hotel;Leicester;United Kingdom (UK);52.628516;-1.1237732;52.6284973;-1.123807;photon;Belmont House Hotel, Leicester, United Kingdom;hotel/W/103427389;0.0;OK
Ambassador Hotel;Pesaro;Italy;43.9165502;12.9137321;43.9165502;12.9137321;photon;Hotel Ambassador, Pesaro, Italia;hotel/N/845275784;0.0;OK
Hotel Napoleon;Pesaro;Italy;43.9169707;12.9129734;43.9169707;12.9129734;photon;Hotel Napoleon, Pesaro, Italia;hotel/N/845275788;0.0;OK
The Avenue;Shanklin;United Kingdom (UK);50.6343313;-1.1762938;50.6343519;-1.176293;photon;The Avenue, Shanklin, United Kingdom;guest_house/W/448994760;0.0;OK
Bedford Lodge;Shanklin;United Kingdom (UK);50.6268374;-1.1773478;50.6267893;-1.1773656;photon;Bedford Lodge, Shanklin, United Kingdom;guest_house/W/540977927;0.01;OK
Carlton Hotel;Shanklin;United Kingdom (UK);50.6308092;-1.1735006;50.6308016;-1.1734799;photon;Carlton Hotel, Shanklin, United Kingdom;hotel/W/406450964;0.0;OK
The Queens Hotel;Penzance;United Kingdom (UK);50.1139828;-5.5379473;50.1139828;-5.5379473;photon;Queens Hotel, Penzance, United Kingdom;hotel/N/682347649;0.0;OK
Panorama Guest House;Penzance;United Kingdom (UK);50.1005196;-5.5521709;50.1005196;-5.5521709;photon;Panorama Guest House, Newlyn, United Kingdom;guest_house/N/11922378184;0.0;OK
The Queens Hotel;Portsmouth;United Kingdom (UK);50.7850916;-1.0931009;50.7850867;-1.092846;photon;The Queens Hotel, Southsea, United Kingdom;hotel/R/5373683;0.02;OK
The Pier;Portsmouth;United Kingdom (UK);50.7891603;-1.0960525;50.7891603;-1.0960525;photon;The Pier, Southsea, United Kingdom;guest_house/N/9862244754;0.0;OK
Hotel Princess;Ostend;Belgium;51.2348514;2.918646;51.2348514;2.918646;photon;Hotel Princess, Oostende, België / Belgique / Belgien;hotel/N/3772069230;0.0;OK
Centrum Hotel;Nicosia;Cyprus;35.1699953;33.3614831;35.1699953;33.3614831;photon;Hotel Centrum, Τρυπιώτης, Κύπρος - Kıbrıs;hotel/N/4096030983;0.0;OK
Hotel Eden;Bormio;Italy;46.4647432;10.3735995;46.4647447;10.3735988;photon;Eden Hotel, Bormio, Italia;hotel/W/1355223383;0.0;OK
Apollon Hotel;Kos Town;Greece;36.9114018;27.2781267;36.9114018;27.2781267;photon;Apollon Hotel, Λάμπη, Ελλάς;hotel/N/2116212596;0.0;OK
Ikion Eco Boutique Hotel;Alonnisos;Greece;39.1460536;23.8672598;39.1460537;23.8672598;photon;Ikion Eco Boutique Hotel, Πατητήρι, Ελλάς;hotel/W/723770031;0.0;OK
Paradise Hotel;Alonnisos;Greece;39.1444996;23.8668939;39.1444996;23.8668939;photon;Paradise Hotel, Πατητήρι, Ελλάς;hotel/N/9853807535;0.0;OK
Hotel Baia Azzurra;Nago-Torbole;Italy;45.8769844;10.8655296;45.8769712;10.8655688;photon;Hotel Baia Azzurra, Arco, Italia;hotel;0.0;OK
Lotus Hotel;Szeged;Hungary;46.2648956;20.1639027;46.2648956;20.1639027;photon;Lotus Ifjusági Szálló, Szeged, Magyarország;hostel/W/178468886;0.0;OK
Hotel de la Paix;La Rochelle;France;46.1619694;-1.1509054;46.1619694;-1.1509054;photon;Hôtel de la Paix, La Rochelle, France;hotel/N/1445028127;0.0;OK
Hotel de Paris;La Rochelle;France;46.1619813;-1.151117;46.1619813;-1.151117;photon;Hôtel de Paris, La Rochelle, France;hotel/N/1445028123;0.0;OK
Auberge de Jeunesse;La Rochelle;France;46.1444735;-1.1616515;46.144474;-1.1618954;photon;Auberge de Jeunesse, La Rochelle, France;hostel/W/119815480;0.02;OK
Bellevue Hotel;Ruhpolding;Germany;47.7575446;12.6431631;47.7575913;12.6432064;photon;Hotel Bellevue, Ruhpolding, Deutschland;hotel/W/311862879;0.01;OK
Hotel Concordia;Davos;Switzerland;46.8041529;9.8370481;46.8041526;9.8370406;photon;Hotel Concordia, Davos Dorf, Schweiz/Suisse/Svizzera/Svizra;hotel/W/126895457;0.0;OK
Hotel  la Torre;Castiglione del Lago;Italy;43.1270164;12.0515671;43.1270176;12.0515694;photon;Hotel La Torre, Castiglione del Lago, Italia;hotel/W/396683505;0.0;OK
Hotel Solarium;Civitanova Marche;Italy;43.3038088;13.7217206;43.3038135;13.7217837;photon;Hotel Solarium, Civitanova Marche, Italia;hotel/W/1443445879;0.01;OK
