"Nome do Hotel","Estrelas","Morada","Cidade","Pais","Latitude","Longitude","Notas"
"Briarbank Guest House","5 estrelas","Glencruitten Road","Oban","United Kingdom (UK)","56.4097362","-5.4667014",""
"Rose Villa","5 estrelas","","Oban","United Kingdom (UK)","56.4187503","-5.472411",""
"Glenrigh Guest House","4.5 estrelas","","Oban","United Kingdom (UK)","56.4137143","-5.4681925",""
"Grove House","4.5 estrelas","Connel Village Loop Road","Oban","United Kingdom (UK)","56.4535509","-5.3827055",""
"Heatherfield House","4.5 estrelas","Albert Road","Oban","United Kingdom (UK)","56.4169074","-5.4719639",""
"Wellpark House","4.5 estrelas","","Oban","United Kingdom (UK)","56.4207262","-5.4811329",""
"Thornloe Guest House","4.5 estrelas","Soroba Road","Oban","United Kingdom (UK)","56.4062162","-5.4697859",""
"Backpackers Plus","4.5 estrelas","","Oban","United Kingdom (UK)","56.4179262","-5.4734009",""
"Parador de Toledo","4.5 estrelas","","Toledo","Spain","39.8488331","-4.0230124",""
"Hotel Abad Toledo","4 estrelas","1 Calle Real del Arrabal","Toledo","Spain","39.8610647","-4.024567",""
"Carlos V Hotel","4 estrelas","4 Plaza Horno de La Magdalena","Toledo","Spain","39.8580248","-4.0218175",""
"Hotel Domus Plaza Zocodover","4 estrelas","5 Calle de las Armas","Toledo","Spain","39.8601425","-4.0211477",""
"Eurostars Palacio Buenavista","4.5 estrelas","1 Concilios de Toledo","Toledo","Spain","39.8769373","-4.0434359",""
"Sercotel Alfonso VI","3.5 estrelas","2 Cuesta de los Capuchinos","Toledo","Spain","39.8572475","-4.0210422",""
"Antidoto Rooms","4.5 estrelas","2 Calle Recoletos","Toledo","Spain","39.8603559","-4.0216639",""
"Eurostars Toledo","3.5 estrelas","Paseo de San Eugenio","Toledo","Spain","39.8725082","-4.0241369",""
"Sercotel Hotel Pintor el Greco","4 estrelas","13 Calle Alamillos del Tránsito","Toledo","Spain","39.855983","-4.0277538",""
"Hostal La Posada de Zocodover","5 estrelas","","Toledo","Spain","39.8586429","-4.0232349",""
"Hotel Santa Isabel","4.5 estrelas","","Toledo","Spain","39.8555016","-4.0250186",""
"Hotel Medina de Toledo","4 estrelas","2 Bajada de los Desamparados","Toledo","Spain","39.8617255","-4.0218904",""
"Hacienda del Cardenal","4 estrelas","","Toledo","Spain","39.8617237","-4.0267259",""
"Hospederia De Los Reyes","4 estrelas","37 Calle Perala","Toledo","Spain","39.863929","-4.0225422",""
"Hotel Sol","4 estrelas","","Toledo","Spain","39.8613636","-4.0237884",""
"Cigarral de Caravantes","4 estrelas","4 Carretera Circunvalación","Toledo","Spain","39.8521246","-4.0366624",""
"Stayokay Texel","4 estrelas","29 Haffelderweg","Texel","The Netherlands","53.0495839","4.8025382",""
"Hotel Greenside","4.5 estrelas","6 Stappeland","Texel","The Netherlands","53.0992404","4.7675866",""
"Grand Hotel Opduin","4 estrelas","","Texel","The Netherlands","53.0978827","4.7586822",""
"Boutique Hotel Texel","4.5 estrelas","134A Postweg","Texel","The Netherlands","53.1217316","4.8318923",""
"Duinpark & Camping De Robbenjager","4.5 estrelas","148 Vuurtorenweg","Texel","The Netherlands","53.1780039","4.8596116",""
"Hotel Tatenhove Texel","4.5 estrelas","202A Bosrandweg","Texel","The Netherlands","53.0912535","4.7637906",""
"Hotel Zeerust","4.5 estrelas","5 Boodtlaan","Texel","The Netherlands","53.1007193","4.7630516",""
"Bij Jef","4.5 estrelas","34 Herenstraat","Texel","The Netherlands","53.0247385","4.7497917",""
"Hotel Boschrand","4.5 estrelas","225 Bosrandweg","Texel","The Netherlands","53.0911422","4.7650193",""
"Apartments Juric","5 estrelas","7 Poljička cesta-Golubinka","Brela","Croatia","43.4400125","16.6673084",""
"Adria Brela Apartments","5 estrelas","6 Slatina","Brela","Croatia","43.2745896","17.048781",""
"Villa King Apartments","5 estrelas","12A Donji Ratac","Brela","Croatia","43.2660105","17.0572037",""
"BC Apartments","5 estrelas","","Senj","Croatia","44.9860565","14.9079348",""
"Apartments Prpic","5 estrelas","8 Ulica Jurja Barakovića","Senj","Croatia","44.2373637","15.1793073",""
"Apartments Laura","4.5 estrelas","7 Marina Getaldića","Senj","Croatia","44.1081972","15.2534119",""
"Villa Arca Adriatica","5 estrelas","53 Otinja","Senj","Croatia","44.9386509","14.9222351",""
"Hotel Art - Senj","3.5 estrelas","","Senj","Croatia","44.9894643","14.8988051",""
"Apartmani Manjan","4.5 estrelas","","Senj","Croatia","44.1698892","15.6065962",""
"Apartments Ruza","4.5 estrelas","7 Marina Getaldića","Senj","Croatia","44.1081972","15.2534119",""
"Guest House Maro","5 estrelas","","Senj","Croatia","45.1128317","15.5816531",""
"Apartments Zora","4.5 estrelas","7 Marina Getaldića","Senj","Croatia","44.1081972","15.2534119",""
"Beach Apartments","5 estrelas","","Senj","Croatia","44.9860565","14.9079348",""
"Apartments KRIZ","3.5 estrelas","","Senj","Croatia","44.8747446","15.6262697",""
"Apartments & Rooms Kata","5 estrelas","","Senj","Croatia","45.1189121","15.5832539",""
"Apartments Panorama","4 estrelas","","Senj","Croatia","44.1874817","15.1592773",""
"Waterman Supetrus Resort","4 estrelas","4 Put Vele luke","Supetar","Croatia","43.3860159","16.543251",""
"Boutique Hostel Alegria","4.5 estrelas","1 Frane Petrinovića","Supetar","Croatia","43.3837386","16.5520445",""
"Villa Tatjana","4.5 estrelas","","Supetar","Croatia","43.3818216","16.5441036",""
"Hotel Kirov","4.5 estrelas","","Kirov","Russia","58.5789733","49.6421794",""
"Aliye Parusa","4.5 estrelas","Преображенская улица","Kirov","Russia","58.6048835","49.6505659",""
"Hotel Vanni","4.5 estrelas","","Misano Adriatico","Italy","43.9789005","12.6984237",""
"Hotel Gala","4.5 estrelas","49 Viale Trieste","Misano Adriatico","Italy","43.9082175","12.9252469",""
"Hotel Augustus","4.5 estrelas","1 Viale Vittorio Alfieri","Misano Adriatico","Italy","44.0608532","12.5876067",""
"Hotel Cristallo","4.5 estrelas","34 Viale Dante Alighieri","Misano Adriatico","Italy","44.0026847","12.658182",""
"Hotel Bristol","4.5 estrelas","","Misano Adriatico","Italy","43.9135947","12.9193191",""
"Ambasciatori Hotel","4.5 estrelas","22 Viale Amerigo Vespucci","Misano Adriatico","Italy","44.0688919","12.5802844",""
"Hotel Albatros","4.5 estrelas","","Misano Adriatico","Italy","44.1014215","12.5189128",""
"Hotel Alexandra","4.5 estrelas","16 Via Gran Bretagna","Misano Adriatico","Italy","43.9688792","12.7242904",""
"Residence Perla","5 estrelas","","Misano Adriatico","Italy","44.0305735","12.6223549",""
"Hotel Aurora","4.5 estrelas","182 Viale Giuliano Dati","Misano Adriatico","Italy","44.0906206","12.5343185",""
"Hotel Nettuno","4.5 estrelas","","Misano Adriatico","Italy","43.9187262","12.9106604",""
"Hotel Royal","4.5 estrelas","","Misano Adriatico","Italy","43.9673324","12.7358824",""
"Hotel Savoia","4.5 estrelas","38 Via Giosuè Carducci","Misano Adriatico","Italy","43.9675653","12.7340772",""
"Hotel Touring","4.5 estrelas","82 Viale Regina Margherita","Misano Adriatico","Italy","44.0337585","12.6188669",""
"HVD Clubhotel Miramar","4 estrelas","","Obzor","Bulgaria","42.8307198","27.8812709",""
"Obzor Beach Resort","4 estrelas","","Obzor","Bulgaria","42.8339458","27.8814796",""
"Sunrise Blue Magic Resort","4 estrelas","","Obzor","Bulgaria","42.8372377","27.8797977",""
"Sunrise All Suites Resort","3.5 estrelas","","Obzor","Bulgaria","42.838594","27.8770521",""
"Obzor City Hotel","4.5 estrelas","26 Иван Вазов","Obzor","Bulgaria","42.8176978","27.882561",""
"Zephyros Beach Boutique Hotel","4.5 estrelas","","Stalis","Greece","35.2930568","25.4317728",""
"Filia Hotel Apartments","4.5 estrelas","","Stalis","Greece","35.2968972","25.422169",""
"Sunshine Studios & Apartments","4.5 estrelas","","Stalis","Greece","35.290956","25.4376427",""
"Dias Hotel & Apartments","4.5 estrelas","","Stalis","Greece","35.2968972","25.422169",""
"Paradise Apartments","4.5 estrelas","Kokkíni Khánion","Stalis","Greece","35.3318413","25.2554426",""
"Athena Apartments","4.5 estrelas","","Stalis","Greece","35.3088832","25.3825836",""
"Cedar Manor","5 estrelas","Ambleside Road","Windermere","United Kingdom (UK)","54.3814349","-2.9115019",""
"Cragwood Country House Hotel","5 estrelas","","Windermere","United Kingdom (UK)","54.3977367","-2.9403058",""
"Windermere Boutique Hotel","5 estrelas","Lake Road","Windermere","United Kingdom (UK)","54.3710286","-2.9108184",""
"Low Wood Bay Resort & Spa","4.5 estrelas","Ambleside Road","Windermere","United Kingdom (UK)","54.4103176","-2.9477788",""
"Ivythwaite Lodge","5 estrelas","Prince's Road","Windermere","United Kingdom (UK)","54.3725146","-2.9082007",""
"The Windermere Hotel","3.5 estrelas","Kendal Road","Windermere","United Kingdom (UK)","54.3808987","-2.9042096",""
"Kirkwood Guest House","5 estrelas","Prince's Road","Windermere","United Kingdom (UK)","54.3718989","-2.9080947",""
"Windermere Suites","5 estrelas","New Road","Windermere","United Kingdom (UK)","54.3754536","-2.9075033",""
"OYO The Ravensworth","4.5 estrelas","Ambleside Road","Windermere","United Kingdom (UK)","54.3807595","-2.9082584",""
"Windermere Park B&B","4 estrelas","New Road","Windermere","United Kingdom (UK)","54.3762033","-2.9068716",""
"White Rose","5 estrelas","Broad Street","Windermere","United Kingdom (UK)","54.3759524","-2.9035787",""
"Merewood Country House Hotel","4.5 estrelas","","Windermere","United Kingdom (UK)","54.4037283","-2.9381051",""
"Langdale Chase Hotel","4.5 estrelas","","Windermere","United Kingdom (UK)","54.4069195","-2.9466436",""
"Briery Wood Country House Hotel","4.5 estrelas","","Windermere","United Kingdom (UK)","54.4066955","-2.9439199",""
"Beech Hill Hotel & Spa","4 estrelas","Newby Bridge Road","Windermere","United Kingdom (UK)","54.3212177","-2.9403913",""
"Hillthwaite","4.5 estrelas","Thornbarrow Road","Windermere","United Kingdom (UK)","54.3706471","-2.9067808",""
"Windermere Manor Hotel","4 estrelas","Rayrigg Road","Windermere","United Kingdom (UK)","54.3847381","-2.9158924",""
"Melqart Hotel","4.5 estrelas","","Sciacca","Italy","37.5058629","13.080194",""
"Hotel Il Marchese","4 estrelas","10 Via Fratelli Lo Boj","Sciacca","Italy","37.5065705","13.1195825",""
"B&B Garibaldi Relais","4.5 estrelas","39b Via Garibaldi","Sciacca","Italy","37.5075062","13.0819908",""
"The West Park Hotel","4.5 estrelas","19 West Park","Harrogate","United Kingdom (UK)","53.9885733","-1.5400883",""
"Rudding Park Hotel","5 estrelas","","Harrogate","United Kingdom (UK)","53.9735239","-1.4935078",""
"The Inn at Cheltenham Parade Hotel","4.5 estrelas","26-30 Cheltenham Parade","Harrogate","United Kingdom (UK)","53.9948535","-1.5412098",""
"Brookfield House Hotel","5 estrelas","Brookfield Street","Harrogate","United Kingdom (UK)","53.7869697","-1.5333957",""
"Hotel Mamela","4.5 estrelas","","Capri","Italy","40.5486418","14.2466761",""
"Grand Hotel Quisisana","4.5 estrelas","","Capri","Italy","40.549283","14.2445872",""
"Hotel Syrene Capri","4.5 estrelas","","Capri","Italy","40.5499917","14.2458534",""
"Casa Morgano","4.5 estrelas","","Capri","Italy","40.5488833","14.2478345",""
"Hotel La Vega","4.5 estrelas","","Capri","Italy","40.5484534","14.2477994",""
"Hotel Regina Cristina","3.5 estrelas","Via Federico Serena","Capri","Italy","40.5491351","14.2440624",""
"Villa Ricci Hotel","4 estrelas","51 Viale Giuseppe Di Vittorio","Chianciano Terme","Italy","43.0533493","11.8216649",""
"Albergo Martini","4.5 estrelas","174 Viale Guido Baccelli","Chianciano Terme","Italy","43.0373795","11.8213548",""
"Grand Hotel Milano","4 estrelas","46 Viale Roma","Chianciano Terme","Italy","43.0433574","11.8147984",""
"Grand Hotel Admiral Palace","4 estrelas","2 Viale Umbria","Chianciano Terme","Italy","43.0471529","11.8148174",""
"Albergo Le Sorgenti","4.5 estrelas","42 Viale Guido Baccelli","Chianciano Terme","Italy","43.0392836","11.8181939",""
"Hotel Reali","4.5 estrelas","79 Via Concetto Marchesi","Chianciano Terme","Italy","43.0371364","11.8191839",""
"Hotel Santa Caterina","5 estrelas","64 Via Arno","Chianciano Terme","Italy","43.057531","11.8236178",""
"Palazzo Bandino","4.5 estrelas","6 Via Stiglianesi","Chianciano Terme","Italy","43.042188","11.8375821",""
"Eco Hotel Edy","5 estrelas","","Chianciano Terme","Italy","43.0372546","11.8242434",""
"Hotel Villa Gaia","4.5 estrelas","4 Via Paolo Ingegnoli","Chianciano Terme","Italy","43.0471514","11.8180275",""
"Hotel Tirrenia","4.5 estrelas","","Chianciano Terme","Italy","43.0371788","11.8244473",""
"Hotel Michelangelo","4 estrelas","","Chianciano Terme","Italy","43.0409938","11.8103649",""
"Hotel Perugina","4.5 estrelas","34 Via Adige","Chianciano Terme","Italy","43.0523067","11.8198028",""
"Albergo Angiolino","4 estrelas","43 Via Giuseppe Sabatini","Chianciano Terme","Italy","43.0445263","11.8159025",""
"Hotel Villa Luca","4.5 estrelas","37 Via Piave","Chianciano Terme","Italy","43.0536563","11.8215729",""
"Hotel Cristina","4.5 estrelas","31 Via Adige","Chianciano Terme","Italy","43.0519855","11.8196912",""
"Hotel Nobile","4.5 estrelas","57 Via dei Colli","Chianciano Terme","Italy","43.0496776","11.8168663",""
"Guest House ""NIA""","4.5 estrelas","სოფელი კვარიათი","Gonio","Georgia","41.5467541","41.56576",""
"Gonio Inn","4.5 estrelas","14 წმინდა ანდრია პირველწოდებულის V ჩიხი","Gonio","Georgia","41.5598115","41.565578",""
"Guest House Gia","4.5 estrelas","","Gonio","Georgia","41.5811234","41.5820273",""
"Guest House Maka","5 estrelas","122 წმინდა ანდრია პირველწოდებულის გზატკეცილი","Gonio","Georgia","41.5455594","41.5632739",""
"Mgzavrebi","3.5 estrelas","","Gonio","Georgia","41.5641472","41.566751",""
"Livada","4 estrelas","","Gonio","Georgia","41.5610284","41.5772599",""
"Hotel M","4.5 estrelas","","Podgorica Municipality","Montenegro","42.4205399","19.2524092",""
"Hotel Ziya","4.5 estrelas","Beogradska","Podgorica Municipality","Montenegro","42.4431971","19.2678161",""
"Hotel Philia","4.5 estrelas","","Podgorica Municipality","Montenegro","42.4326076","19.2229835",""
"Hotel Keto","4 estrelas","","Podgorica Municipality","Montenegro","42.4432455","19.2776026",""
"Evropa Hotel","4 estrelas","","Podgorica Municipality","Montenegro","42.4329882","19.2692564",""
"Hilton Podgorica Crna Gora","4.5 estrelas","2 Bulevar Svetog Petra Cetinjskog","Podgorica Municipality","Montenegro","42.4390806","19.2632358",""
"Hotel Podgorica","4 estrelas","","Podgorica Municipality","Montenegro","42.4387798","19.2568934",""
"Hotel Ambasador","3.5 estrelas","Vaka Đurovića","Podgorica Municipality","Montenegro","42.4497353","19.2616378",""
"Hotel Laguna","4.5 estrelas","","Podgorica Municipality","Montenegro","42.4237297","19.2361085",""
"Perla Residence Hotel & SPA","4.5 estrelas","70 Vlada Ćetkovića","Podgorica Municipality","Montenegro","42.453984","19.235881",""
"Hostel Q","5 estrelas","3 Nikole Đurkovića","Podgorica Municipality","Montenegro","42.4475739","19.289324",""
"Montenegro Hostel","4.5 estrelas","52 Spasa Nikolića","Podgorica Municipality","Montenegro","42.4367084","19.2579145",""
"Apartments Athos","4.5 estrelas","58/2 Bulevar Ivana Crnojevića","Podgorica Municipality","Montenegro","42.4432302","19.2656229",""
"Hilton Garden Inn Novorossiysk","4.5 estrelas","29Г улица набережная Адмирала Серебрякова","Novorossiysk","Russia","44.7089174","37.7858567",""
"Morasol Suites","4.5 estrelas","12 Calle Juan Diaz Rodriguez","Puerto Rico","Spain","27.7823229","-15.7088853",""
"XQ Vistamar","4 estrelas","54 Calle Doreste Y Molina","Puerto Rico","Spain","27.7847093","-15.7154687",""
"Gloria Palace Royal Hotel & Spa","4.5 estrelas","1 Calle Tamara - Playa de Amadores","Puerto Rico","Spain","27.7921614","-15.7217064",""
"Hotel Riu Vistamar","4 estrelas","23 Avenida de La Cornisa","Puerto Rico","Spain","27.788374","-15.7215095",""
"Marina Suites","4.5 estrelas","","Puerto Rico","Spain","27.7811326","-15.7096034",""
"Marina Bayview","4.5 estrelas","3 Avenida Guayadeque","Puerto Rico","Spain","27.784137","-15.7098884",""
"Altamadores","4 estrelas","","Puerto Rico","Spain","27.7944018","-15.7193764",""
"Hotel Altamar","4 estrelas","","Puerto Rico","Spain","27.7886661","-15.7194581",""
"Holiday Club Puerto Calma","4 estrelas","2 Avenida Joaquin Blanco Torrent","Puerto Rico","Spain","27.7828361","-15.7075157",""
"Gran Amadores","4 estrelas","","Puerto Rico","Spain","27.7910994","-15.7206853",""
"Servatur Montebello","4 estrelas","5 Avenida de La Cornisa","Puerto Rico","Spain","27.7907736","-15.7118279",""
"AlpenParks Residence Bad Hofgastein","4.5 estrelas","21 Pyrkerstraße","Bad Hofgastein","Austria","47.1687415","13.110478",""
"Hotel Bismarck","5 estrelas","6 Alpenstraße","Bad Hofgastein","Austria","47.1678538","13.1092188",""
"Das.Goldberg","4.5 estrelas","23 Haltestellenweg","Bad Hofgastein","Austria","47.1683455","13.0939685",""
"Hotel Zum Stern","5 estrelas","33 Weitmoserstraße","Bad Hofgastein","Austria","47.1596428","13.1008848",""
"Oesterreichischer Hof","4.5 estrelas","9 Kurgartenstraße","Bad Hofgastein","Austria","47.1711234","13.1051065",""
"Hotel Alpina","4 estrelas","13 Parkstraße","Bad Hofgastein","Austria","47.1725232","13.1000571",""
"Landhaus Angerhof","4.5 estrelas","67 Anger","Bad Hofgastein","Austria","47.1540964","13.1141402",""
"Haus Friedrichsburg","4.5 estrelas","","Bad Hofgastein","Austria","47.1704506","13.1078535",""
"Biohof Maurachgut","5 estrelas","","Bad Hofgastein","Austria","47.1734218","13.0909342",""
"Pension Haus Eden","4.5 estrelas","13 Am Griespark","Bad Hofgastein","Austria","47.1746563","13.1014994",""
"Alpenhof","4.5 estrelas","4 Knoblachergasse","Bad Hofgastein","Austria","47.1726334","13.1040232",""
"Crowne Plaza Plymouth","4 estrelas","","Plymouth","United Kingdom (UK)","50.367391","-4.1415885",""
"The Grosvenor Plymouth","4.5 estrelas","11 Elliot Street","Plymouth","United Kingdom (UK)","50.3661439","-4.1455058",""
"Future Inn Plymouth","4 estrelas","1 William Prance Road","Plymouth","United Kingdom (UK)","50.4140697","-4.1255344",""
"Copthorne Hotel Plymouth","3.5 estrelas","","Plymouth","United Kingdom (UK)","50.3745144","-4.1432179",""
"Alma Lodge Guest House","4.5 estrelas","","Plymouth","United Kingdom (UK)","50.3810009","-4.1527172",""
"Travelodge Plymouth","3.5 estrelas","","Plymouth","United Kingdom (UK)","50.3693672","-4.1458621",""
"Travelodge Plymouth Derriford Hotel","4 estrelas","","Plymouth","United Kingdom (UK)","50.4181651","-4.1204382",""
"Rainbow Lodge","4.5 estrelas","","Plymouth","United Kingdom (UK)","50.367113","-4.1455993",""
"Kyriad Direct Tours Sud","4.5 estrelas","","Tours","France","47.3358461","0.7058245",""
"Hotel Castel Fleuri","4.5 estrelas","","Tours","France","47.402519","0.6864186",""
"La Maison Jules","5 estrelas","","Tours","France","47.3918917","0.694993",""
"Ibis Budget Tours Nord","4 estrelas","7 Rue de l'Aviation","Tours","France","47.4376683","0.7088813",""
"Appart'hotel Odalys Les Jardins des Lettres","4 estrelas","","Tours","France","47.3931424","0.6697325",""
"Hotel Les Grenadines","4.5 estrelas","6 Impasse Marie Céleste","Agde","France","43.2781015","3.4924688",""
"Mercure Golf Cap D'Agde","4.5 estrelas","1 Rue Volvire de Brassac","Agde","France","43.2836415","3.4972969",""
"Hotel Gil de France","4 estrelas","10 Avenue des Alizés","Agde","France","43.2807261","3.4923623",""
"La Bergerie Du Cap","4.5 estrelas","4 Avenue de Cassiopée","Agde","France","43.2963929","3.5147898",""
"Hotel Grand Cap","4 estrelas","5 Rue de la Citrine","Agde","France","43.3003537","3.4733202",""
"Yseria Hotel","4.5 estrelas","2 Place Jean Jaurès","Agde","France","43.3139655","3.469873",""
"Palmyra Golf Hotel","4 estrelas","4 Avenue des Alizés","Agde","France","43.2837006","3.49648",""
"Hotel la Grande Conque","4.5 estrelas","13 bis Rue des Etrusques","Agde","France","43.2762867","3.5143021",""
"Hotel Araur","4.5 estrelas","1 Avenue de Vias","Agde","France","43.3142708","3.4672654",""
"Hotel Tennis International","4.5 estrelas","3 Avenue de la Vigne","Agde","France","43.2907015","3.5103423",""
"La Voile d'Or","4 estrelas","25 Impasse du Globe","Agde","France","43.2817042","3.5143206",""
"Hotel Azur","5 estrelas","18 Avenue des Îles d'Amérique","Agde","France","43.2818473","3.4984404",""
"Hotel Alhambra","4 estrelas","9 Avenue du Passeur Challiès","Agde","France","43.2808957","3.4989027",""
"Hotel Staffler","5 estrelas","166 Ing. Hochmuthstraße","Wildschonau","Austria","47.4498206","12.0928606",""
"Hotel Schneeberger","4.5 estrelas","132 Wildschönauerstraße","Wildschonau","Austria","47.4499273","12.0894021",""
"Hotel Sun Valley","4 estrelas","","Wildschonau","Austria","47.4109589","12.0338619",""
"Pension Enzian","4.5 estrelas","","Wildschonau","Austria","47.4487479","12.0857081",""
"Hotel Silberberger","4.5 estrelas","216 Roggenboden","Wildschonau","Austria","47.4261555","12.0399134",""
"Hotel Austria","3.5 estrelas","","Wildschonau","Austria","47.4488474","12.0921979",""
"Hotel Bergkristall","4.5 estrelas","","Wildschonau","Austria","47.4276706","12.0224947",""
"Hotel Simmerlwirt","4 estrelas","42 Dorfstraße","Wildschonau","Austria","47.4493099","12.089725",""
"Hotel Alpenland","4 estrelas","177 Dorfstraße","Wildschonau","Austria","47.4484608","12.0900025",""
"Hotel Haflingerhof","4 estrelas","","Wildschonau","Austria","47.4232171","12.0303576",""
"Landgasthof Dorferwirt","4 estrelas","","Wildschonau","Austria","47.4392245","12.0422975",""
"Feriendorf Wildschoenau","5 estrelas","","Wildschonau","Austria","47.4505054","12.0894612",""
"Hotel Auffacher Hof","4 estrelas","","Wildschonau","Austria","47.4070497","12.037509",""
"Hotel Sonne","5 estrelas","33 Sonnhangweg","Wildschonau","Austria","47.4542613","12.0966185",""
"Ach! Mazury Stanica Mikolajki","4.5 estrelas","1 Leśna","Mikolajki","Poland","53.7974326","21.5639756",""
"Hotel Santa Monica","4.5 estrelas","3 Papieża Jana Pawła II","Mikolajki","Poland","53.8031805","21.5748711",""
"Hotel Robert's Port","4 estrelas","","Mikolajki","Poland","53.8367824","21.5467735",""
"Folwark Luknajno","4.5 estrelas","","Mikolajki","Poland","53.7985501","21.6385414",""
"Stare Sady Chillout Rooms","4 estrelas","","Mikolajki","Poland","53.848366","21.539942",""
"Straznica Komtura","5 estrelas","","Mikolajki","Poland","53.8619767","21.6482651",""
"Southampton Harbour Hotel & Spa","5 estrelas","","Southampton","United Kingdom (UK)","50.8951147","-1.392164",""
"Elizabeth House Hotel","4.5 estrelas","42-44 The Avenue","Southampton","United Kingdom (UK)","50.9193929","-1.4035418",""
"Premier Inn Southampton West Quay hotel","4.5 estrelas","96 Harbour Parade","Southampton","United Kingdom (UK)","50.9019852","-1.408215",""
"Premier Inn Southampton (Cumberland Place) hotel","4.5 estrelas","Cumberland Place","Southampton","United Kingdom (UK)","50.9102356","-1.4075347",""
"The Mayfair Guest House","5 estrelas","11 Landguard Road","Southampton","United Kingdom (UK)","50.9122198","-1.4171075",""
"Holiday Inn Express Southampton West","3.5 estrelas","Adanac Park","Southampton","United Kingdom (UK)","50.934689","-1.4719804",""
"Holiday Inn Southampton","3.5 estrelas","Passfield Avenue","Southampton","United Kingdom (UK)","50.9712957","-1.3692081",""
"The Regent Guest House","4.5 estrelas","206 Regents Park Road","Southampton","United Kingdom (UK)","50.9211678","-1.4362137",""
"Alcantara Guest House","4.5 estrelas","20 Howard Road","Southampton","United Kingdom (UK)","50.9150467","-1.4175552",""
"Rivendell Guest House","5 estrelas","19 Landguard Road","Southampton","United Kingdom (UK)","50.9122449","-1.4175446",""
"Heather Gables","5 estrelas","","Southampton","United Kingdom (UK)","50.9020877","-1.3092224",""
"Claremont Guest House","4 estrelas","33-35 The Polygon","Southampton","United Kingdom (UK)","50.9096648","-1.4107356",""
"Sponsored      Four Points by Sheraton Bolzano","4 estrelas","","Bolzano","Italy","46.4718413","11.3250162",""
"Parkhotel Laurin","4.5 estrelas","4 Via Laurin - Laurinstraße","Bolzano","Italy","46.4980073","11.3569023",""
"Four Points by Sheraton Bolzano","4 estrelas","","Bolzano","Italy","46.4718413","11.3250162",""
"Hotel Regina A.","4 estrelas","1 Via Renon","Bolzano","Italy","46.4972977","11.3590172",""
"Hotel Lewald","4 estrelas","17 Via Maso della Pieve - Pfarrhofstraße","Bolzano","Italy","46.466186","11.3337889",""
"Hotel Eberle","4.5 estrelas","","Bolzano","Italy","47.1545048","11.8254238",""
"Hotel Hanny","4.5 estrelas","4 Via San Pietro - St.-Peter-Straße","Bolzano","Italy","46.5120743","11.3545917",""
"Hotel Feichter","4 estrelas","","Bolzano","Italy","46.4989757","11.3570282",""
"Parkhotel Luna Mondschein","4 estrelas","15 Via Piave - Piavestraße","Bolzano","Italy","46.5002516","11.3579329",""
"Goethe GuestHouse","3.5 estrelas","","Bolzano","Italy","46.4983966","11.3522941",""
"Hotel Adria","3.5 estrelas","","Bolzano","Italy","46.6704977","11.1716205",""
"Hotel Ariston","3 estrelas","82 Via Roma - Romstraße","Bolzano","Italy","46.490344","11.3415802",""
"Villa Jasmine","3.5 estrelas","","Bolzano","Italy","46.4960175","11.3513201",""
"Guest House Santa Clara","4.5 estrelas","","Coimbra","Portugal","40.2032844","-8.4337286",""
"CoimbraAmeias","5 estrelas","112 Rua Carlos Alberto Pinto de Abreu","Coimbra","Portugal","40.1985627","-8.4358734",""
"Njoy Coimbra","4.5 estrelas","203 Rua Antero de Quental","Coimbra","Portugal","40.2113685","-8.4216018",""
"Coimbra Portagem Hostel","4 estrelas","11 Couraça da Estrela","Coimbra","Portugal","40.2070759","-8.4290298",""
"Sapientia Boutique Hotel","4.5 estrelas","9 Largo Augusto Hilário","Coimbra","Portugal","40.2066785","-8.4261508",""
"Hotel Oslo Coimbra","4 estrelas","25 Avenida Fernão de Magalhães","Coimbra","Portugal","40.2093108","-8.4315361",""
"Hotel Dona Ines","4 estrelas","12 Rua Abel Dias Urbano","Coimbra","Portugal","40.214505","-8.4364237",""
"Riversuites","4 estrelas","82 Avenida João das Regras","Coimbra","Portugal","40.2038133","-8.4334379",""
"Mini-Hotel Baikal","4.5 estrelas","36 улица Ворошилова","Olkhon Island","Russia","53.2008171","107.3494101",""
"Baikal Khan Olkhon","3.5 estrelas","","Olkhon Island","Russia","53.1990831","107.3512305",""
"Family House","5 estrelas","","Arkhyz","Russia","43.5571112","41.2706966",""
"Lara House","4.5 estrelas","","Arkhyz","Russia","43.5648991","41.2643265",""
"Mariv Ski Arkhyz","5 estrelas","21А улица В.И.Хубиева","Arkhyz","Russia","43.5685563","41.2765306",""
"Arkhyz Palace","5 estrelas","","Arkhyz","Russia","43.5377485","41.2293794",""
"Stornoway Bed and Breakfast Ltd","5 estrelas","29 Kenneth Street","Lewis and Harris","United Kingdom (UK)","58.2091734","-6.3872033",""
"Hebridean Guest House","4.5 estrelas","61 Ceann a' Bhàigh","Lewis and Harris","United Kingdom (UK)","58.2150244","-6.3855422",""
"SEAcroft","5 estrelas","3A Aird","Lewis and Harris","United Kingdom (UK)","58.2322963","-7.0280997",""
"Baile-na-Cille","4.5 estrelas","","Lewis and Harris","United Kingdom (UK)","58.195099","-7.0251919",""
"Ardhasaig House","4 estrelas","","Lewis and Harris","United Kingdom (UK)","57.9233837","-6.8491964",""
