OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
4776,4939,Gotas de Luar Turismo Rural,"GOTAS DE LUAR TURISMO RURAL, LDA.","GOTAS DE LUAR TURISMO RURAL, LDA.",CasaDeCampo,0,6,12,5,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1403827200000,NA,Não,www.gotasdeluar.com,contact@gotasdeluar.com,C.P. 668 Ribeira da Azenha,7645-065,Vila Nova de Milfontes,"37,78968924 ; -8,75595967",Fiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
4777,4936,Casa D'Aldeia,TERESA PAULA BAPTISTA DOS SANTOS CRUZIO FREIRE,TERESA PAULA BAPTISTA DOS SANTOS CRUZIO FREIRE,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Sim,10,Não, ,1413244800000,NA,Não,,espacoaldeia@hotmail.com,Rua Velha nºs 10 e 12,6000-580,Monforte da Beira,"39,739814 ; -7,29661599",Fiavel,050216,Monforte da Beira,Castelo Branco,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Não
4778,5871,Quinta da Barca,Luís Manuel Alves,REFUGIO PRECIOSO - TURISMO RURAL LDA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1384732800000,NA,Não,www.quintasdotuela.pt,quintasdotuela@gmail.com,Quinta da Barca - Minas de Ervedosa,5335-073,Ervedosa Vnh,"41,731122 ; -7,09971111",PoucoFiavel,041208,Ervedosa,Vinhais,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
4779,4944,Cerro da Vinha,FRUPOR SOC AGRO INDUSTRIAL SA,FRUPOR SOC AGRO INDUSTRIAL SA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Sim,18,Não, ,1392595200000,NA,Não,,customers@frupor.com,"Brejo Redondo, Brejão",7630-569,São Teotónio,"37,46476671 ; -8,76497033",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
4780,4927,Casa do Moinho,"Amarelo D'Outono - Turismo no Espaço Rural, Lda.","Amarelo D'Outono - Turismo no Espaço Rural, Lda.",CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1400630400000,NA,Não,,carmenjoao@gmail.com,Sítio dos Moinhos - Sra. dos Verdes,6260-045,Manteigas,"40,40191218 ; -7,53806974",Fiavel,090802,Manteigas (Santa Maria),Manteigas,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4781,4925,Paixão Ancestral Turismo Rural Unipessoal Lda,Paixão Ancestral Turismo Rural Unipessoal Lda,Paixão Ancestral Turismo Rural Unipessoal Lda,CasaDeCampo,0,5,7,4,1,0,0,0,NaoIntegra,,Não,Sim,50,Não, ,1400025600000,NA,Não,www.quintavilaverde.com,paixaoancestral@hotmail.com,"Rua Brigadeiro Nunes da Ponte,nº 1019",4630-239,Marco de Canaveses,"41,17054077 ; -8,16274389",Fiavel,130736,Marco,Marco de Canaveses,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
4782,4930,Villa de Paçô,Maria de Fátima Pereira Mateus da Silva,"Carlos Américo Leite da Silva, unipessoal lda",CasaDeCampo,0,11,22,11,0,0,0,0,NaoIntegra,,Não,Sim,18,Não, ,1697155200000,NA,Não,www.villa-paco.com,villadepaco@gmail.com,Rua de Paçô 809 - Cedrim,3740-016,Cedrim,"40,72069399 ; -8,33619665",Fiavel,011712,Cedrim,Sever do Vouga,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Sim
4783,3556,Casa Oceane,MARIA DA CONCEI??O ANTUNES FERREIRA,MARIA DA CONCEI??O ANTUNES FERREIRA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1340841600000,NA,Não,,casa_oceane@hotmail.com,Largo da Poça do Brito n.º 142,4830-725,Sobradelo da Goma,"41,56528006 ; -8,18701197",Fiavel,030925,Sobradelo da Goma,Póvoa de Lanhoso,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4784,3590,Quinta do Rego,QUINTA DO REGO - TURISMO EM ESPA?O RURAL LDA,QUINTA DO REGO - TURISMO EM ESPA?O RURAL LDA,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1338422400000,NA,Não,,dm.turismorural@gmail.com,"Trav do Rego, 214",4830-107,Campos Pvl,"41,53915214 ; -8,27665384",Fiavel,030932,União das freguesias de Campos e Louredo,Póvoa de Lanhoso,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Sim
4785,3723,Encantos Seculares,Encantos Seculares,Encantos Seculares,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1349740800000,NA,Não,www.casadagaiteira.pt,anacasagaiteira@hotmail.com,Lugar de Espindo nº28,4850-333,Ruivães Vrm,"41,66798701 ; -8,05541529",Fiavel,031125,União das freguesias de Ruivães e Campos,Vieira do Minho,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4786,3938,Casa dos Fernandos,Maria Fernanda de Jesus Barbosa,Maria Fernanda de Jesus Barbosa,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Sim,10,Não, ,1335744000000,NA,Não,www.casadosfernandos.pt,turismocasadosfernandos@gmail.com,"Lugar da Igreja, s/n",4730-390,Pico de Regalados,"41,68831723 ; -8,43094463",Fiavel,031366,"União das freguesias de Pico de Regalados, Gondiães e Mós",Vila Verde,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4787,1169,MORADIAS DO DOURO INTERNACIONAL,MUNICIPIO DE FREIXO ESPADA A CINTA,MUNICIPIO DE FREIXO ESPADA A CINTA,CasaDeCampo,0,0,11,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1290988800000,NA,Não,www.cm-freixoespadacinta.pt/,dascdtl@cm-fec.pt,LUGAR DA CONGIDA,5180-000,Freixo de Espada à Cinta,"41,07722033 ; -6,78055306",Fiavel,040407,União das freguesias de Freixo de Espada à Cinta e Mazouco,Freixo de Espada à Cinta,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
4788,3356,"Casa de Alpajares, Casa de Campo, Enoteca & Spa",MANUELA ADELINA SANTOS PELICANO,MANUELA ADELINA SANTOS PELICANO,CasaDeCampo,0,6,16,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1332115200000,NA,Não,www.casadealpajares.com,info@casadealpajares.com,"Lugar do Cabeço da Forca, S/n",5180-133,Freixo de Espada à Cinta,"41,08934045 ; -6,80319941",Fiavel,040407,União das freguesias de Freixo de Espada à Cinta e Mazouco,Freixo de Espada à Cinta,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
4789,3558,Casa de l Bárrio,ANTONIO BARBOLO ALVES,"Casas de Picuote, Lda",CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1318896000000,NA,Não,www.casadelbarrio.com,geral@casadelbarrio.com,"Rua do Bárrio,9",5225-072,Picote,"41,39990531 ; -6,36679214",Fiavel,040611,Picote,Miranda do Douro,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
4790,3672,Casa do Pombal - Casas de Campo de Podence,RUFINO MANUEL RODRIGUES XAVIER,RUFINO MANUEL RODRIGUES XAVIER,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1349913600000,NA,Não,casasdecampopodence.com,rufinoxavier@gmail.com,Rua de Lamadona nº 9,5340-392,Podence,"41,59202006 ; -6,92683802",Fiavel,040543,União das freguesias de Podence e Santa Combinha,Macedo de Cavaleiros,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
4791,4993,Casa do Padre,"RUSTIVENTUR - CONSTRUÇÃO E ORGANIZAÇÃO DE EVENTOS E TURISMO, LDA.","RUSTIVENTUR - CONSTRUÇÃO E ORGANIZAÇÃO DE EVENTOS E TURISMO, LDA.",CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1414713600000,NA,Não,,eventur@grupocasacosta.com,Isna de São Carlos,6100-872,Várzea dos Cavaleiros,"39,77148446 ; -7,98628946",Fiavel,050914,Várzea dos Cavaleiros,Sertã,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Não
4792,5032,Cabaço,ANTONIO FRANCISCO SERRA LACÃO,ANTONIO FRANCISCO SERRA LACÃO,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415232000000,NA,Não,,nlacao@gmail.com,Sítio do Cabaço,7300-405,Reguengo,"39,303564 ; -7,39199444",PoucoFiavel,121412,União das freguesias de Reguengo e São Julião,Portalegre,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
4793,5005,Casa do Padre,PAULO JORGE ALVES MARTINS,PAULO JORGE ALVES MARTINS SOCIEDADE UNIPESSOAL LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1407888000000,NA,Não,,casas.porto.bom@gmail.com,"Porto Bom, Crasto",4980-260,Crasto,"41,74532502 ; -8,46838429",Fiavel,160626,"União das freguesias de Crasto, Ruivos e Grovelas",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4794,5006,Casa do Lagar,Paulo Jorge Alves Martins,PAULO JORGE ALVES MARTINS SOCIEDADE UNIPESSOAL LDA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1407888000000,NA,Não,,casas.porto.bom@gmail.com,Lugar de Porto Bom - Crasto,4980-260,Crasto,"41,745415 ; -8,46828917",Fiavel,160626,"União das freguesias de Crasto, Ruivos e Grovelas",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4795,7022,Passadiço Art and River House,HERLANDER JOSE DE RESENDE MARQUES,HERLANDER JOSE DE RESENDE MARQUES,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1405382400000,NA,Não,,hhmelo@hotmail.com,"Lugar da Paradinha, s/n",4540-040,Alvarenga Arc,"40,93617222 ; -8,173525",PoucoFiavel,010402,Alvarenga,Arouca,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4797,4966,Casa Dona Maria Luiza,"Casa Meneses, Sociedade de Empreendimentos Turisticos, Lda","Casa Meneses, Sociedade de Empreendimentos Turisticos, Lda",CasaDeCampo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Sim,30,Não, ,1389139200000,NA,Não,www.casadonamarialuiza.com,reservas@casadonamarialuiza.com,Rua Vasco da Gama nº 43,5160-297,Torre de Moncorvo,"41,17433621 ; -7,05089148",Fiavel,040916,Torre de Moncorvo,Torre de Moncorvo,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Sim
4799,4956,Quinta das Águas,Anabela Maria Rodrigues Águas,Anabela Maria Rodrigues Águas,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1411344000000,NA,Não,,anabela.aguas712@gmail.com,AZIA,8670-411,Rogil,"37,37734434 ; -8,76710144",Fiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
4800,3065,Casa do Dão - Turismo,Marina Mendes Alves,Marina Mendes Alves,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1307059200000,NA,Não,,casa.dao.turismo@gmail.com,Dão Oleiros,6160-336,Oleiros,"39,93777669 ; -7,86536271",Fiavel,050614,Oleiros-Amieira,Oleiros,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
4801,4949,Casa do Outeiro,ANA DA CONCEIÇÃO GONÇALVES LOPES,ANA DA CONCEIÇÃO GONÇALVES LOPES,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1384214400000,NA,Não,,ana.delage@laposte.net,Lugar do Castelo,4980-451,Lindoso,"41,86617825 ; -8,20056883",Fiavel,160612,Lindoso,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4802,4954,Casa de Campo «Sossego da Lata»,CASA DE CAMPO SOSSEGO DA LATA UNIPESSOAL LDA,CASA DE CAMPO SOSSEGO DA LATA UNIPESSOAL LDA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415318400000,NA,Não,www.sossegodalata@gmail.com,sossegodalata@gmail.com,Rua da Lata nº 186 - Passos,4820-377,Passos Faf,"41,48517228 ; -8,19865976",Fiavel,030719,Paços,Fafe,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Sim
4803,5041,Xisto Sentido,Câmara Municipal de Castelo Branco,"Xisto Sentido-Turismo, Natureza, Lazer e Conforto",CasaDeCampo,0,6,12,2,4,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415923200000,NA,Não,www.xistosentido.pt,info@xistosentido.pt,Rua da Bica - Martim Branco,6000-003,Almaceda,"39,94640822 ; -7,62650216",Fiavel,050202,Almaceda,Castelo Branco,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
4804,4979,Casa de Campo - Quinta do Rocha,MANUEL ALBERTO VIEIRA DA ROCHA,MANUEL ALBERTO VIEIRA DA ROCHA,CasaDeCampo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1418342400000,NA,Não,,QUINTAROCHA2014@GMAIL.COM,"Rua do Pinheiro, N.º 402",4720-780,Vilela Amr,"41,66531281 ; -8,3184637",Fiavel,030129,"União das freguesias de Vilela, Seramil e Paredes Secas",Amares,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4805,4975,Casa de Campo da Quinta de Cabo,MANUEL AMORIM ARANTES DE SOUSA E SILVA,MANUEL AMORIM ARANTES DE SOUSA E SILVA,CasaDeCampo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415923200000,NA,Não,,mansousasilva@hotmail.com,"Rua Nossa Senhora do ó, n,º 13 - Ferreiros",4720-087,Ferreiros Amr,"41,63053 ; -8,36152",PoucoFiavel,030127,"União das freguesias de Ferreiros, Prozelo e Besteiros",Amares,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4806,4969,Quinta Manhãs Douro,Pedro Filipe da Conceição Pinho da Silva,MANHÃS D OURO - ACTIVIDADES TURISTICAS LDA,CasaDeCampo,0,7,13,6,1,0,0,0,NaoIntegra,,Não,Sim,18,Não, ,1415577600000,NA,Não,www.manhasdouro.pt,geral@manhasdouro.pt,"Rua do Valado, s/n",5060-261,Provesende,"41,22118221 ; -7,5689245",Fiavel,171016,"União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro",Sabrosa,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Sim
4807,4962,Solar & Guesthouse - Olival da Vinha,BASE RARA - TURISMO RURAL UNIPESSOAL LDA,BASE RARA - TURISMO RURAL UNIPESSOAL LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1412035200000,NA,Não,www.olivalcasarural.pt,olivalcasaturismo@gmail.com,"Rua Emídio Navarro, 179",4550-126,Castelo de Paiva,"41,0392571 ; -8,27585699",Fiavel,010616,Sobrado,Castelo de Paiva,Aveiro,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Sim
4808,5023,Madrugada Turismo Rural,GINGER EDEN LDA,GINGER EDEN LDA,Agroturismo,0,0,6,3,0,0,0,0,NaoIntegra,,Não,Sim,10,Não,Piscina exterior,1416182400000,Nao,Não,www.madrugadaturismorural.com,info@madrugadaevora.com,Estrada Nacional 254,7005-372,ÉVORA,"38,5883506847416 ; -7,87371504460599",Fiavel,070522,União das freguesias de Bacelo e Senhora da Saúde,Évora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4809,4983,Casa Cachada,SANDRA DA SILVA FERREIRA,SANDRA DA SILVA FERREIRA,CasaDeCampo,0,5,9,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415923200000,NA,Não,www.casacachada.pt,geral@casacachada.pt,"Rua do Campo, nº 19",4715-477,São Mamede Este,"41,574339 ; -8,36011111",PoucoFiavel,030370,União das freguesias de Este (São Pedro e São Mamede),Braga,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4810,4995,Pé no Monte,Gonçalo do Carmo Paulos Xavier Marques,SUMMERSURPRISE UNIPESSOAL LDA,CasaDeCampo,0,15,36,7,8,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1415923200000,NA,Não,www.penomonte.com,penomonte@gmail.com,Caixa Postal 5999-A Monte Novo da Cruz - São Teotónio,7630-000,Odemira,"37,49345444 ; -8,68691889",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
4811,5000,Casa da Bôcha,PAULO JORGE COELHO FERREIRA,PAULO JORGE COELHO FERREIRA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416441600000,NA,Não,,pjcferreiraii@gmail.com,Rua da Bocha,6290-061,Cativelos,"40,5330684 ; -7,69349527",Fiavel,090603,Cativelos,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4812,5003,Casas Rosmaninho,Vinoda Maganlal,"Eixo de Corda, Eventos Turisticos e Educativos, L",CasaDeCampo,0,5,10,2,3,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1417046400000,NA,Não,casasrosmaninho.com,eixodecorda@gmail.com,"Rua do Laranjal, 26",3740-036,Couto de Esteves,"40,75295872 ; -8,3069478",Fiavel,011702,Couto de Esteves,Sever do Vouga,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Sim
4813,4996,Casa da Pousada,AMADEU PEDRO PEREIRA ARAUJO,AMADEU PEDRO PEREIRA ARAUJO,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,10,Não, ,1416873600000,NA,Não,www.casadapousada.pt,info@casadapousada.com,"Travessa Fonte da Cal, nº 33",4750-659,Roriz Bcl,"41,5812501 ; -8,57380327",Fiavel,030264,Roriz,Barcelos,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4814,4967,Casa Rural da Costeira,CASA RURAL DA COSTEIRA LDA,CASA RURAL DA COSTEIRA LDA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Sim, ,1370390400000,NA,Não,www.casadacosteira.com,geral@quintadacosteira.pt,"Calçada de Medados, 158",4690-055,Cinfães,"41,08254722 ; -8,09809354",Fiavel,180403,Cinfães,Cinfães,Viseu,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
4815,5007,CASA D'ADÔA,RICARDO MIGUEL DE SOUSA RODRIGUES,RICARDO MIGUEL DE SOUSA RODRIGUES,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1370908800000,NA,Não,,casadaadoa@casadaadoa.com,Casa nº3 Portinho da Arrábida,2925-382,Azeitão,"38,47544344 ; -8,98481743",Fiavel,151209,União das freguesias de Azeitão (São Lourenço e São Simão),Setúbal,Setúbal,Península de Setúbal,Península de Setúbal,Entidade Regional de Turismo da Região de Lisboa,Não
4816,5015,Casa Avó Quitas,"Áurea Rodrigues Marques Santos Unipessoal, Lda.","Áurea Rodrigues Marques Santos Unipessoal, Lda.",CasaDeCampo,0,3,5,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416528000000,NA,Não,,reservascasasdosavos@gmail.com,Rua Trebilhadouro,3730-376,Rôge,"40,86771626 ; -8,34193269",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4817,5017,Casa Avó Clara,aurea rodrigues marques santos unipessoal lda,aurea rodrigues marques santos unipessoal lda,CasaDeCampo,0,1,2,0,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416528000000,NA,Não,,reservascasasdosavos@gmail.com,Rua do Trebilhadouro,3730-376,Rôge,"40,86786735 ; -8,34244231",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4818,5018,Casa Avô Zé,aurea rodrigues marques santos unipessoal lda,aurea rodrigues marques santos unipessoal lda,CasaDeCampo,0,1,2,0,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416528000000,NA,Não,,reservascasasdosavos@gmail.com,Rua da Aldeia de Trebilhadouro nº 216,3730-376,Rôge,"40,86791119 ; -8,34185456",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4819,5019,Casa do Avô Barbosa,aurea rodrigues marques santos unipessoal lda,aurea rodrigues marques santos unipessoal lda,CasaDeCampo,0,2,3,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416528000000,NA,Não,,reservascasasdosavos@gmail.com,"Rua da Aldeia de Trebilhadouro, nº 222",3730-376,Rôge,"40,86752341 ; -8,34199963",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4820,5020,Casa do Samuel e Derminda,aurea rodrigues marques santos unipessoal lda,aurea rodrigues marques santos unipessoal lda,CasaDeCampo,0,5,12,2,3,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1416528000000,NA,Não,,reservascasasdosavos@gmail.com,Rua da Aldeia do Trebilhadouro nº 143,3730-376,Rôge,"40,8676239 ; -8,3418447",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4821,7160,Casa de Campo da Casa do Pinheiro,Maria Adelaide de Sousa Rocha Pacheco Dias,graciano Pacheco unipessoal Lda,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1497225600000,NA,Não,,gracianopacheco@hotmail.com,"Avenida Central do Pinheiro, n.º 167",4575-172,Canelas Pnf,"41,07147778 ; -8,31744444",PoucoFiavel,131105,Canelas,Penafiel,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
4822,5047,Quinta da Terrincha,MARIA ODETE DIAS SEIXAS,QUINTA DA TERRINCHA SOCIEDADE AGRICOLA LDA,CasaDeCampo,0,8,16,0,8,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1389830400000,NA,Não,www.quintadaterrincha.pt,geral@quintadaterrincha.pt,QUINTA DA TERRINCHA EN102,5160-002,Adeganha,"41,23654177 ; -7,08524217",Fiavel,040918,União das freguesias de Adeganha e Cardanha,Torre de Moncorvo,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Sim
4823,5083,Ladeira do Parceiro,Rosa Bela Martins da Costa Silva,Rosa Bela Martins da Costa Silva,CasaDeCampo,0,4,7,3,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1415664000000,NA,Não,www.Quinta do Caramulo.com,rosabelamartins@hotmail.com,Parceiro - S.Giao,3400-644,São Gião,"40,32148286 ; -7,80322003",Fiavel,061115,São Gião,Oliveira do Hospital,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
4824,5031,Quinta do Vau,GREENSMOOTH LDA,GREENSMOOTH LDA,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Sim,50,Não, ,1393545600000,NA,Não,,quintadovau2014@hotmail.com,Quinta do Vau - Além Rio,7750-301,Mértola,"37,63297906 ; -7,66462643",Fiavel,020904,Mértola,Mértola,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Sim
4825,5042,Isatour - Casa na Serra,isabel fernanda costa unipessoal limitada,isabel fernanda costa unipessoal limitada,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1404777600000,NA,Não,www.isatour.pt,isadacosta@sapo.pt,Rua do Salgueiro - Adsamo,3670-210,Ventosa Vzl,"40,6730202 ; -8,10138151",Fiavel,182411,Ventosa,Vouzela,Viseu,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Sim
4826,5046,Monte da Várzea - Espaço Casas de Campo,ARITIUNVEST PRODUCAO E COMERCIALIZACAO PRODUTOS A,ARITIUNVEST PRODUCAO E COMERCIALIZACAO PRODUTOS A,CasaDeCampo,0,12,34,12,0,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1418601600000,NA,Não,,romaozinho@gmail.com,Monte da Várzea - Casa Branca - Alvega,2205-103,Alvega,"39,46658327 ; -8,01385363",Fiavel,140122,União das freguesias de Alvega e Concavada,Abrantes,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
4827,5058,Vila Maior,António Carlos Martins Dias,"Aytorra, Lda.",CasaDeCampo,0,6,10,5,1,0,0,0,NaoIntegra,,Não,Sim,16,Não, ,1418601600000,NA,Não,www.vilamaior.com,aytorra@sapo.pt,"Rua Dr Santos Valente, 20",6100-764,Sertã,"39,80569752 ; -8,09875124",Fiavel,050912,Sertã,Sertã,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Sim
4828,5059,Casa do Jaco,CASIMIRO FERNANDES BARBOSA,CASIMIRO FERNANDES BARBOSA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1417132800000,NA,Não,,casimiro.barbosa@hotmail.com,"Av. de S. Miguel, 35 - CX. 382",4850-053,Caniçada,"41,643033 ; -8,20739444",PoucoFiavel,031124,União das freguesias de Caniçada e Soengas,Vieira do Minho,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4829,5081,Quinta do Mosteiro,ANTONIO EDUARDO EIRAS BOUÇAS,ANTONIO EDUARDO EIRAS BOUÇAS,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1370563200000,NA,Não,,aeeboucas@gmail.com,Mosteiro - Bravães,4980-125,Bravães,"41,79761699 ; -8,45230661",Fiavel,160603,Bravães,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4830,3510,Kiko House,mário cláudio rebola de sousa,mário cláudio rebola de sousa,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1339545600000,NA,Não,www.rhcasasdecampo.com,laurebola@gmail.com,Parada - Lindoso,4980-453,Lindoso,"41,86338227 ; -8,21751135",Fiavel,160612,Lindoso,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
