en_name;wikidata_id;filename;es;fr;de;it;en;pt;nl;ru;ja;zh;ar;pl;sv;he;el;ro;tr;id;vi;th;ko;cs;da;no;fi;hu;uk;fa;bn;hi
Saudi Arabia;Q851;;https://es.wikivoyage.org/wiki/Arabia_Saudita;https://fr.wikivoyage.org/wiki/Arabie_saoudite;https://de.wikivoyage.org/wiki/Saudi-Arabien;https://it.wikivoyage.org/wiki/Arabia_Saudita;https://en.wikivoyage.org/wiki/Saudi_Arabia;https://pt.wikivoyage.org/wiki/Ar%C3%A1bia_Saudita;https://nl.wikivoyage.org/wiki/Saoedi-Arabi%C3%AB;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B0%D1%83%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%90%D1%80%D0%B0%D0%B2%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%B5%E3%82%A6%E3%82%B8%E3%82%A2%E3%83%A9%E3%83%93%E3%82%A2;https://zh.wikivoyage.org/wiki/%E6%B2%99%E7%89%B9%E9%98%BF%E6%8B%89%E4%BC%AF;;https://pl.wikivoyage.org/wiki/Arabia_Saudyjska;https://sv.wikivoyage.org/wiki/Saudiarabien;https://he.wikivoyage.org/wiki/%D7%A2%D7%A8%D7%91_%D7%94%D7%A1%D7%A2%D7%95%D7%93%D7%99%D7%AA;https://el.wikivoyage.org/wiki/%CE%A3%CE%B1%CE%BF%CF%85%CE%B4%CE%B9%CE%BA%CE%AE_%CE%91%CF%81%CE%B1%CE%B2%CE%AF%CE%B1;;https://tr.wikivoyage.org/wiki/Suudi_Arabistan;https://id.wikivoyage.org/wiki/Arab_Saudi;https://vi.wikivoyage.org/wiki/%E1%BA%A2_R%E1%BA%ADp_X%C3%AA_%C3%9At;;;https://cs.wikivoyage.org/wiki/Sa%C3%BAdsk%C3%A1_Ar%C3%A1bie;;;https://fi.wikivoyage.org/wiki/Saudi-Arabia;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%B0%D1%83%D0%B4%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%90%D1%80%D0%B0%D0%B2%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%B9%D8%B1%D8%A8%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%D8%B9%D9%88%D8%AF%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%8C%E0%A6%A6%E0%A6%BF_%E0%A6%86%E0%A6%B0%E0%A6%AC;
Senegal;Q1041;;https://es.wikivoyage.org/wiki/Senegal;https://fr.wikivoyage.org/wiki/S%C3%A9n%C3%A9gal;https://de.wikivoyage.org/wiki/Senegal;https://it.wikivoyage.org/wiki/Senegal;https://en.wikivoyage.org/wiki/Senegal;https://pt.wikivoyage.org/wiki/Senegal;https://nl.wikivoyage.org/wiki/Senegal;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB;;https://zh.wikivoyage.org/wiki/%E5%A1%9E%E5%86%85%E5%8A%A0%E5%B0%94;;https://pl.wikivoyage.org/wiki/Senegal;https://sv.wikivoyage.org/wiki/Senegal;https://he.wikivoyage.org/wiki/%D7%A1%D7%A0%D7%92%D7%9C;https://el.wikivoyage.org/wiki/%CE%A3%CE%B5%CE%BD%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7;;;https://id.wikivoyage.org/wiki/Senegal;https://vi.wikivoyage.org/wiki/S%C3%A9n%C3%A9gal;;;https://cs.wikivoyage.org/wiki/Senegal;;;https://fi.wikivoyage.org/wiki/Senegal;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB;https://fa.wikivoyage.org/wiki/%D8%B3%D9%86%DA%AF%D8%A7%D9%84;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%87%E0%A6%97%E0%A6%BE%E0%A6%B2;
Serbia;Q403;;https://es.wikivoyage.org/wiki/Serbia;https://fr.wikivoyage.org/wiki/Serbie;https://de.wikivoyage.org/wiki/Serbien;https://it.wikivoyage.org/wiki/Serbia;https://en.wikivoyage.org/wiki/Serbia;https://pt.wikivoyage.org/wiki/S%C3%A9rvia;https://nl.wikivoyage.org/wiki/Servi%C3%AB;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B5%D1%80%D0%B1%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%BB%E3%83%AB%E3%83%93%E3%82%A2;https://zh.wikivoyage.org/wiki/%E5%A1%9E%E5%B0%94%E7%BB%B4%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Serbia;https://sv.wikivoyage.org/wiki/Serbien;https://he.wikivoyage.org/wiki/%D7%A1%D7%A8%D7%91%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%A3%CE%B5%CF%81%CE%B2%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Serbia;;https://id.wikivoyage.org/wiki/Serbia;https://vi.wikivoyage.org/wiki/Serbia;;;https://cs.wikivoyage.org/wiki/Srbsko;;;https://fi.wikivoyage.org/wiki/Serbia;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%B5%D1%80%D0%B1%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%B5%D8%B1%D8%A8%D8%B3%D8%AA%D8%A7%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Seychelles;Q1042;;https://es.wikivoyage.org/wiki/Seychelles;https://fr.wikivoyage.org/wiki/Seychelles;https://de.wikivoyage.org/wiki/Seychellen;https://it.wikivoyage.org/wiki/Seychelles;https://en.wikivoyage.org/wiki/Seychelles;https://pt.wikivoyage.org/wiki/Seicheles;https://nl.wikivoyage.org/wiki/Seychellen;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B5_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0;;https://zh.wikivoyage.org/wiki/%E5%A1%9E%E8%88%8C%E5%B0%94;;https://pl.wikivoyage.org/wiki/Seszele;https://sv.wikivoyage.org/wiki/Seychellerna;https://he.wikivoyage.org/wiki/%D7%A1%D7%99%D7%99%D7%A9%D7%9C;https://el.wikivoyage.org/wiki/%CE%A3%CE%B5%CF%8B%CF%87%CE%AD%CE%BB%CE%BB%CE%B5%CF%82;;;https://id.wikivoyage.org/wiki/Seychelles;https://vi.wikivoyage.org/wiki/Seychelles;;;https://cs.wikivoyage.org/wiki/Seychely;;;https://fi.wikivoyage.org/wiki/Seychellit;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8;https://fa.wikivoyage.org/wiki/%D8%B3%DB%8C%D8%B4%D9%84;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B2%E0%A6%B8;
Sierra Leone;Q1044;;https://es.wikivoyage.org/wiki/Sierra_Leona;https://fr.wikivoyage.org/wiki/Sierra_Leone;https://de.wikivoyage.org/wiki/Sierra_Leone;https://it.wikivoyage.org/wiki/Sierra_Leone;https://en.wikivoyage.org/wiki/Sierra_Leone;https://pt.wikivoyage.org/wiki/Serra_Leoa;https://nl.wikivoyage.org/wiki/Sierra_Leone;https://ru.wikivoyage.org/wiki/%D0%A1%D1%8C%D0%B5%D1%80%D1%80%D0%B0-%D0%9B%D0%B5%D0%BE%D0%BD%D0%B5;https://ja.wikivoyage.org/wiki/%E3%82%B7%E3%82%A8%E3%83%A9%E3%83%AC%E3%82%AA%E3%83%8D;https://zh.wikivoyage.org/wiki/%E5%A1%9E%E6%8B%89%E5%88%A9%E6%98%82;;https://pl.wikivoyage.org/wiki/Sierra_Leone;https://sv.wikivoyage.org/wiki/Sierra_Leone;https://he.wikivoyage.org/wiki/%D7%A1%D7%99%D7%99%D7%A8%D7%94_%D7%9C%D7%90%D7%95%D7%9F;https://el.wikivoyage.org/wiki/%CE%A3%CE%B9%CE%AD%CF%81%CE%B1_%CE%9B%CE%B5%CF%8C%CE%BD%CE%B5;;;https://id.wikivoyage.org/wiki/Sierra_Leone;https://vi.wikivoyage.org/wiki/Sierra_Leone;;;https://cs.wikivoyage.org/wiki/Sierra_Leone;;;https://fi.wikivoyage.org/wiki/Sierra_Leone;;https://uk.wikivoyage.org/wiki/%D0%A1%D1%8C%D1%94%D1%80%D1%80%D0%B0-%D0%9B%D0%B5%D0%BE%D0%BD%D0%B5;https://fa.wikivoyage.org/wiki/%D8%B3%DB%8C%D8%B1%D8%A7%D9%84%D8%A6%D9%88%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0%E0%A6%BE_%E0%A6%B2%E0%A6%BF%E0%A6%93%E0%A6%A8;
Singapore;Q334;;https://es.wikivoyage.org/wiki/Singapur;https://fr.wikivoyage.org/wiki/Singapour;https://de.wikivoyage.org/wiki/Singapur;https://it.wikivoyage.org/wiki/Singapore;https://en.wikivoyage.org/wiki/Singapore;https://pt.wikivoyage.org/wiki/Singapura;https://nl.wikivoyage.org/wiki/Singapore;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80;https://ja.wikivoyage.org/wiki/%E3%82%B7%E3%83%B3%E3%82%AC%E3%83%9D%E3%83%BC%E3%83%AB;https://zh.wikivoyage.org/wiki/%E6%96%B0%E5%8A%A0%E5%9D%A1;;https://pl.wikivoyage.org/wiki/Singapur;https://sv.wikivoyage.org/wiki/Singapore;https://he.wikivoyage.org/wiki/%D7%A1%D7%99%D7%A0%D7%92%D7%A4%D7%95%D7%A8;;https://ro.wikivoyage.org/wiki/Singapore;https://tr.wikivoyage.org/wiki/Singapur;https://id.wikivoyage.org/wiki/Singapura;https://vi.wikivoyage.org/wiki/Singapore;;;https://cs.wikivoyage.org/wiki/Singapur;;;https://fi.wikivoyage.org/wiki/Singapore;;https://uk.wikivoyage.org/wiki/%D0%A1%D1%96%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80;https://fa.wikivoyage.org/wiki/%D8%B3%D9%86%DA%AF%D8%A7%D9%BE%D9%88%D8%B1;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A6%BF%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BE%E0%A6%AA%E0%A7%81%E0%A6%B0;
Slovakia;Q214;;https://es.wikivoyage.org/wiki/Eslovaquia;https://fr.wikivoyage.org/wiki/Slovaquie;https://de.wikivoyage.org/wiki/Slowakei;https://it.wikivoyage.org/wiki/Slovacchia;https://en.wikivoyage.org/wiki/Slovakia;https://pt.wikivoyage.org/wiki/Eslov%C3%A1quia;https://nl.wikivoyage.org/wiki/Slowakije;https://ru.wikivoyage.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%B9%E3%83%AD%E3%83%90%E3%82%AD%E3%82%A2;https://zh.wikivoyage.org/wiki/%E6%96%AF%E6%B4%9B%E4%BC%90%E5%85%8B;;https://pl.wikivoyage.org/wiki/S%C5%82owacja;https://sv.wikivoyage.org/wiki/Slovakien;https://he.wikivoyage.org/wiki/%D7%A1%D7%9C%D7%95%D7%91%D7%A7%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%A3%CE%BB%CE%BF%CE%B2%CE%B1%CE%BA%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Slovacia;;https://id.wikivoyage.org/wiki/Slowakia;https://vi.wikivoyage.org/wiki/Slovakia;;;https://cs.wikivoyage.org/wiki/Slovensko;;;https://fi.wikivoyage.org/wiki/Slovakia;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%87%D1%87%D0%B8%D0%BD%D0%B0;https://fa.wikivoyage.org/wiki/%D8%A7%D8%B3%D9%84%D9%88%D8%A7%DA%A9%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%8D%E0%A6%B2%E0%A7%8B%E0%A6%AD%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Slovenia;Q215;;https://es.wikivoyage.org/wiki/Eslovenia;https://fr.wikivoyage.org/wiki/Slov%C3%A9nie;https://de.wikivoyage.org/wiki/Slowenien;https://it.wikivoyage.org/wiki/Slovenia;https://en.wikivoyage.org/wiki/Slovenia;https://pt.wikivoyage.org/wiki/Eslov%C3%AAnia;https://nl.wikivoyage.org/wiki/Sloveni%C3%AB;https://ru.wikivoyage.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%B9%E3%83%AD%E3%83%99%E3%83%8B%E3%82%A2;https://zh.wikivoyage.org/wiki/%E6%96%AF%E6%B4%9B%E6%96%87%E5%B0%BC%E4%BA%9A;;https://pl.wikivoyage.org/wiki/S%C5%82owenia;https://sv.wikivoyage.org/wiki/Slovenien;https://he.wikivoyage.org/wiki/%D7%A1%D7%9C%D7%95%D7%91%D7%A0%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%A3%CE%BB%CE%BF%CE%B2%CE%B5%CE%BD%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Slovenia;https://tr.wikivoyage.org/wiki/Slovenya;;https://vi.wikivoyage.org/wiki/Slovenia;;;https://cs.wikivoyage.org/wiki/Slovinsko;;;https://fi.wikivoyage.org/wiki/Slovenia;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%A7%D8%B3%D9%84%D9%88%D9%88%D9%86%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%8D%E0%A6%B2%E0%A7%8B%E0%A6%AD%E0%A7%87%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Solomon Islands;Q685;;https://es.wikivoyage.org/wiki/Islas_Salom%C3%B3n;https://fr.wikivoyage.org/wiki/%C3%8Eles_Salomon;https://de.wikivoyage.org/wiki/Salomonen;https://it.wikivoyage.org/wiki/Isole_Salomone;https://en.wikivoyage.org/wiki/Solomon_Islands;https://pt.wikivoyage.org/wiki/Ilhas_Salom%C3%A3o;https://nl.wikivoyage.org/wiki/Salomonseilanden;https://ru.wikivoyage.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D1%8B_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0;https://ja.wikivoyage.org/wiki/%E3%82%BD%E3%83%AD%E3%83%A2%E3%83%B3%E8%AB%B8%E5%B3%B6;https://zh.wikivoyage.org/wiki/%E6%89%80%E7%BD%97%E9%97%A8%E7%BE%A4%E5%B2%9B;;https://pl.wikivoyage.org/wiki/Wyspy_Salomona;https://sv.wikivoyage.org/wiki/Salomon%C3%B6arna;https://he.wikivoyage.org/wiki/%D7%90%D7%99%D7%99_%D7%A9%D7%9C%D7%9E%D7%94;;;;;https://vi.wikivoyage.org/wiki/Qu%E1%BA%A7n_%C4%91%E1%BA%A3o_Solomon;;;https://cs.wikivoyage.org/wiki/%C5%A0alomounovy_ostrovy;;;https://fi.wikivoyage.org/wiki/Salomonsaaret;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8;https://fa.wikivoyage.org/wiki/%D8%AC%D8%B2%D8%A7%DB%8C%D8%B1_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A6%B2%E0%A7%8B%E0%A6%AE%E0%A6%A8_%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A7%80%E0%A6%AA%E0%A6%AA%E0%A7%81%E0%A6%9E%E0%A7%8D%E0%A6%9C;
Somalia;Q1045;;https://es.wikivoyage.org/wiki/Somalia;https://fr.wikivoyage.org/wiki/Somalie;https://de.wikivoyage.org/wiki/Somalia;https://it.wikivoyage.org/wiki/Somalia;https://en.wikivoyage.org/wiki/Somalia;https://pt.wikivoyage.org/wiki/Som%C3%A1lia;https://nl.wikivoyage.org/wiki/Somali%C3%AB;https://ru.wikivoyage.org/wiki/%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D0%B8;;https://zh.wikivoyage.org/wiki/%E7%B4%A2%E9%A9%AC%E9%87%8C;;https://pl.wikivoyage.org/wiki/Somalia;https://sv.wikivoyage.org/wiki/Somalia;https://he.wikivoyage.org/wiki/%D7%A1%D7%95%D7%9E%D7%9C%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%A3%CE%BF%CE%BC%CE%B1%CE%BB%CE%AF%CE%B1;;;https://id.wikivoyage.org/wiki/Somalia;https://vi.wikivoyage.org/wiki/Somalia;;;https://cs.wikivoyage.org/wiki/Som%C3%A1lsko;;;https://fi.wikivoyage.org/wiki/Somalia;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D1%96;https://fa.wikivoyage.org/wiki/%D8%B3%D9%88%D9%85%D8%A7%D9%84%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B8%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
South Africa;Q258;;https://es.wikivoyage.org/wiki/Sud%C3%A1frica;https://fr.wikivoyage.org/wiki/Afrique_du_Sud;https://de.wikivoyage.org/wiki/S%C3%BCdafrika;https://it.wikivoyage.org/wiki/Sudafrica;https://en.wikivoyage.org/wiki/South_Africa;https://pt.wikivoyage.org/wiki/%C3%81frica_do_Sul;https://nl.wikivoyage.org/wiki/Zuid-Afrika;https://ru.wikivoyage.org/wiki/%D0%AE%D0%B6%D0%BD%D0%BE-%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0;https://ja.wikivoyage.org/wiki/%E5%8D%97%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD;https://zh.wikivoyage.org/wiki/%E5%8D%97%E9%9D%9E;;https://pl.wikivoyage.org/wiki/Po%C5%82udniowa_Afryka;https://sv.wikivoyage.org/wiki/Sydafrika;https://he.wikivoyage.org/wiki/%D7%93%D7%A8%D7%95%D7%9D_%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94;https://el.wikivoyage.org/wiki/%CE%9D%CF%8C%CF%84%CE%B9%CE%B1_%CE%91%CF%86%CF%81%CE%B9%CE%BA%CE%AE;https://ro.wikivoyage.org/wiki/Africa_de_Sud;;https://id.wikivoyage.org/wiki/Afrika_Selatan;https://vi.wikivoyage.org/wiki/Nam_Phi;;;https://cs.wikivoyage.org/wiki/Jihoafrick%C3%A1_republika;;;https://fi.wikivoyage.org/wiki/Etel%C3%A4-Afrikka;;https://uk.wikivoyage.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE-%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0;https://fa.wikivoyage.org/wiki/%D8%A2%D9%81%D8%B1%DB%8C%D9%82%D8%A7%DB%8C_%D8%AC%D9%86%D9%88%D8%A8%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3_%E0%A6%86%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%95%E0%A6%BE;
South Sudan;Q958;;https://es.wikivoyage.org/wiki/Sud%C3%A1n_del_Sur;https://fr.wikivoyage.org/wiki/Soudan_du_Sud;https://de.wikivoyage.org/wiki/S%C3%BCdsudan;https://it.wikivoyage.org/wiki/Sudan_del_Sud;https://en.wikivoyage.org/wiki/South_Sudan;;https://nl.wikivoyage.org/wiki/Zuid-Soedan;https://ru.wikivoyage.org/wiki/%D0%AE%D0%B6%D0%BD%D1%8B%D0%B9_%D0%A1%D1%83%D0%B4%D0%B0%D0%BD;https://ja.wikivoyage.org/wiki/%E5%8D%97%E3%82%B9%E3%83%BC%E3%83%80%E3%83%B3;https://zh.wikivoyage.org/wiki/%E5%8D%97%E8%8B%8F%E4%B8%B9;;https://pl.wikivoyage.org/wiki/Sudan_Po%C5%82udniowy;https://sv.wikivoyage.org/wiki/Sydsudan;https://he.wikivoyage.org/wiki/%D7%93%D7%A8%D7%95%D7%9D_%D7%A1%D7%95%D7%93%D7%90%D7%9F;https://el.wikivoyage.org/wiki/%CE%9D%CF%8C%CF%84%CE%B9%CE%BF_%CE%A3%CE%BF%CF%85%CE%B4%CE%AC%CE%BD;;;https://id.wikivoyage.org/wiki/Sudan_Selatan;https://vi.wikivoyage.org/wiki/Nam_Sudan;;;https://cs.wikivoyage.org/wiki/Ji%C5%BEn%C3%AD_S%C3%BAd%C3%A1n;;;https://fi.wikivoyage.org/wiki/Etel%C3%A4-Sudan;;https://uk.wikivoyage.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%A1%D1%83%D0%B4%D0%B0%D0%BD;https://fa.wikivoyage.org/wiki/%D8%B3%D9%88%D8%AF%D8%A7%D9%86_%D8%AC%D9%86%D9%88%D8%A8%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3_%E0%A6%B8%E0%A7%81%E0%A6%A6%E0%A6%BE%E0%A6%A8;
Spain;Q29;;https://es.wikivoyage.org/wiki/Espa%C3%B1a;https://fr.wikivoyage.org/wiki/Espagne;https://de.wikivoyage.org/wiki/Spanien;https://it.wikivoyage.org/wiki/Spagna;https://en.wikivoyage.org/wiki/Spain;https://pt.wikivoyage.org/wiki/Espanha;https://nl.wikivoyage.org/wiki/Spanje;https://ru.wikivoyage.org/wiki/%D0%98%D1%81%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3;https://zh.wikivoyage.org/wiki/%E8%A5%BF%E7%8F%AD%E7%89%99;;https://pl.wikivoyage.org/wiki/Hiszpania;https://sv.wikivoyage.org/wiki/Spanien;https://he.wikivoyage.org/wiki/%D7%A1%D7%A4%D7%A8%D7%93;https://el.wikivoyage.org/wiki/%CE%99%CF%83%CF%80%CE%B1%CE%BD%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Spania;https://tr.wikivoyage.org/wiki/%C4%B0spanya;https://id.wikivoyage.org/wiki/Spanyol;https://vi.wikivoyage.org/wiki/T%C3%A2y_Ban_Nha;;;https://cs.wikivoyage.org/wiki/%C5%A0pan%C4%9Blsko;;;https://fi.wikivoyage.org/wiki/Espanja;;https://uk.wikivoyage.org/wiki/%D0%86%D1%81%D0%BF%D0%B0%D0%BD%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%A7%D8%B3%D9%BE%D8%A7%D9%86%DB%8C%D8%A7;;
Sri Lanka;Q854;;https://es.wikivoyage.org/wiki/Sri_Lanka;https://fr.wikivoyage.org/wiki/Sri_Lanka;https://de.wikivoyage.org/wiki/Sri_Lanka;https://it.wikivoyage.org/wiki/Sri_Lanka;https://en.wikivoyage.org/wiki/Sri_Lanka;https://pt.wikivoyage.org/wiki/Sri_Lanka;https://nl.wikivoyage.org/wiki/Sri_Lanka;https://ru.wikivoyage.org/wiki/%D0%A8%D1%80%D0%B8-%D0%9B%D0%B0%D0%BD%D0%BA%D0%B0;https://ja.wikivoyage.org/wiki/%E3%82%B9%E3%83%AA%E3%83%A9%E3%83%B3%E3%82%AB;https://zh.wikivoyage.org/wiki/%E6%96%AF%E9%87%8C%E5%85%B0%E5%8D%A1;;https://pl.wikivoyage.org/wiki/Sri_Lanka;https://sv.wikivoyage.org/wiki/Sri_Lanka;https://he.wikivoyage.org/wiki/%D7%A1%D7%A8%D7%99_%D7%9C%D7%A0%D7%A7%D7%94;https://el.wikivoyage.org/wiki/%CE%A3%CF%81%CE%B9_%CE%9B%CE%AC%CE%BD%CE%BA%CE%B1;;https://tr.wikivoyage.org/wiki/Sri_Lanka;https://id.wikivoyage.org/wiki/Sri_Lanka;https://vi.wikivoyage.org/wiki/Sri_Lanka;;;https://cs.wikivoyage.org/wiki/Sr%C3%AD_Lanka;;;https://fi.wikivoyage.org/wiki/Sri_Lanka;;https://uk.wikivoyage.org/wiki/%D0%A8%D1%80%D1%96-%D0%9B%D0%B0%D0%BD%D0%BA%D0%B0;https://fa.wikivoyage.org/wiki/%D8%B3%D8%B1%DB%8C%D9%84%D8%A7%D9%86%DA%A9%D8%A7;https://bn.wikivoyage.org/wiki/%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B2%E0%A6%99%E0%A7%8D%E0%A6%95%E0%A6%BE;https://hi.wikivoyage.org/wiki/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%B2%E0%A4%82%E0%A4%95%E0%A4%BE
